"","HS.Code","HS.Code_6","CE.CD","CO","SITC_1","HS.Code_2","Office","Reg.Ref","Reg..Date","Type","CP4","CP3","Declarant","Con_cod","Con...Exp.name","Shipper...Buyer.name","Itm..","SITC","PRF","Goods.Comm..Dsc.1","Goods.Comm..Dsc.","Wgt..Gross","Wgt..Net","Pkg..","Pkg..type","Supp.Qty","Supp","TOD","Stat..Value","IMD","VAT","IEX","DEX","EXD","OED","RawDataRowID","HS.Code_4","SITC_3","Year","Month","Day","Mode.of.Transport","HS.Section","SITC.description","IMPORT.CTY.CD","CTY_Origin","IMPORT.COUNTRY","IMPORT.REGION","IMPORT.REG.","IMPORT.PARTNER.COUNTRIES","CTY_Dest","EXPORT.CTY.CD","EXPORT.COUNTRY","EXPORT.REGION","EXPORT.REG.","EXPORT.PARTNER.COUNTRIES","TAR_ALL","TAR_DSC","Principle.Exports","Principle.ReExports","Principle.Imports","Classifications.Combined","Unit.Qty","Import.Duty.Rate","BEC4","Description","CommodityType","Unhealthy.Focus.Food.Category","Food.sub.category","Product"
"1556","19059000",190590,"FJ","FJ",0,19,"SSEA","2021 / C / 1941",2021-12-20,"IM / 4",4000,0,266664,"141057","PUNJAS (VANUATU) LTD
","PUNJAS PTE LIMITED
",30,48.49,"MSG","Softer Biscuits e.g SAO","PUNJAS CHRISTMAS F/CAKE","54","54","0","Enclosure; ","54","KGM","FOB",48875,"0","7,330.00","0",0,0,0,2129,1905,48,2021,"December",20,"SEA","IV.Prepared foodstuffs, beverages, spirits & tobacco","Food & Live Animals","FJ","FJ","FIJI","OCEANIA",5,"FIJI","FJ","FJ","FIJI","OCEANIA",5,"FIJI","Softer Biscuits e.g SAO","Softer Biscuits e.g SAO","Other products","Other products ","Bread, pastry, cakes, biscuits and other bakers' wares","Bread, pastry, cakes, biscuits and other bakers' wares","KGM","15",122,"Consumption goods","IMPORT","Sweet snacks","Bakery products","Sweet biscuits, Cakes and pastries"
"1557","19059000",190590,"CN","CN",0,19,"VSEA","2021 / C / 7565",2021-12-01,"IM / 4",4000,0,204718,"315441","LAO LI STORE
","SHENZHEN ",71,48.49,NA,"Softer Biscuits e.g SAO","WAFFLE","54.07","54.07","0","Enclosure; ","54.07","KGM","CFR",2819,"425","485","0",0,0,0,8031,1905,48,2021,"December",1,"SEA","IV.Prepared foodstuffs, beverages, spirits & tobacco","Food & Live Animals","CN","CN","CHINA, PEOPLES REPUBLIC OF","ASIA",3,"CHINA, PEOPLES REPUBLIC OF","CN","CN","CHINA, PEOPLES REPUBLIC OF","ASIA",3,"CHINA, PEOPLES REPUBLIC OF","Softer Biscuits e.g SAO","Softer Biscuits e.g SAO","Other products","Other products ","Bread, pastry, cakes, biscuits and other bakers' wares","Bread, pastry, cakes, biscuits and other bakers' wares","KGM","15",122,"Consumption goods","IMPORT","Sweet snacks","Bakery products","Sweet biscuits, Cakes and pastries"
"1558","19059000",190590,"PF","PF",0,19,"VAIR","2021 / C / 8725",2021-12-24,"IM / 4",4000,0,295585,"425070","DEGAGE MEHITI
","VANAA LIAULT
",3,48.49,NA,"Softer Biscuits e.g SAO","BISCUIT","5","5","0","Enclosure; ","5","KGM","FOB",8396,"1,260.00","1,450.00","0",0,0,0,5285,1905,48,2021,"December",24,"AIR","IV.Prepared foodstuffs, beverages, spirits & tobacco","Food & Live Animals","PF","PF","FRENCH POLYNESIA","OCEANIA",5,"OTHERS","PF","PF","FRENCH POLYNESIA","OCEANIA",5,"OTHERS","Softer Biscuits e.g SAO","Softer Biscuits e.g SAO","Other products","Other products ","Bread, pastry, cakes, biscuits and other bakers' wares","Bread, pastry, cakes, biscuits and other bakers' wares","KGM","15",122,"Consumption goods","IMPORT","Sweet snacks","Bakery products","Sweet biscuits, Cakes and pastries"
"1559","19059000",190590,"AU","AU",0,19,"VAIR","2021 / C / 8490",2021-12-15,"IM / 4",4000,0,803753,"494133","INFLUENCE BIO CONCEPT
","LIVING IS FOR ",3,48.49,NA,"Softer Biscuits e.g SAO","HB LOW CARB BRED","6.53","6.53","0","Unpacked or ","6.53","KGM","FOB",26055,"3,910.00","4,495.00","0",0,0,0,4459,1905,48,2021,"December",15,"AIR","IV.Prepared foodstuffs, beverages, spirits & tobacco","Food & Live Animals","AU","AU","AUSTRALIA","OCEANIA",5,"AUSTRALIA","AU","AU","AUSTRALIA","OCEANIA",5,"AUSTRALIA","Softer Biscuits e.g SAO","Softer Biscuits e.g SAO","Other products","Other products ","Bread, pastry, cakes, biscuits and other bakers' wares","Bread, pastry, cakes, biscuits and other bakers' wares","KGM","15",122,"Consumption goods","IMPORT","Sweet snacks","Bakery products","Sweet biscuits, Cakes and pastries"
"1560","19059000",190590,"AU","MY",0,19,"VSEA","2021 / C / 8238",2021-12-23,"IM / 4",4000,0,113577,"113577","AU BON MARCHE
","SUNDARJEE BROS AUST ",1,48.49,NA,"Softer Biscuits e.g SAO","PACIFIC CRACKERS 15.5G-200G","4,124.72","4,124.72","787","Cartons","4,124.72","KGM","FOB",926090,"138,915.00","159,750.00","0",0,0,0,12868,1905,48,2021,"December",23,"SEA","IV.Prepared foodstuffs, beverages, spirits & tobacco","Food & Live Animals","MY","MY","MALAYSIA","ASIA",3,"MALAYSIA","AU","AU","AUSTRALIA","OCEANIA",5,"AUSTRALIA","Softer Biscuits e.g SAO","Softer Biscuits e.g SAO","Other products","Other products ","Bread, pastry, cakes, biscuits and other bakers' wares","Bread, pastry, cakes, biscuits and other bakers' wares","KGM","15",122,"Consumption goods","IMPORT","Sweet snacks","Bakery products","Sweet biscuits, Cakes and pastries"
"1561","19059000",190590,"FJ","FJ",0,19,"VSEA","2021 / C / 8260",2021-12-23,"IM / 4",4000,0,437811,"437811","CHUAN STORE
","FMF FOODS LTD
",6,48.49,"MSG","Softer Biscuits e.g SAO","BREAKFAST CRACKER","73,448.00","73,448.00","10,486","Cartons","73,448.00","KGM","FOB",10594723,"0","1,589,210.00","0",0,0,0,13009,1905,48,2021,"December",23,"SEA","IV.Prepared foodstuffs, beverages, spirits & tobacco","Food & Live Animals","FJ","FJ","FIJI","OCEANIA",5,"FIJI","FJ","FJ","FIJI","OCEANIA",5,"FIJI","Softer Biscuits e.g SAO","Softer Biscuits e.g SAO","Other products","Other products ","Bread, pastry, cakes, biscuits and other bakers' wares","Bread, pastry, cakes, biscuits and other bakers' wares","KGM","15",122,"Consumption goods","IMPORT","Sweet snacks","Bakery products","Sweet biscuits, Cakes and pastries"
"1562","19059000",190590,"CN","CN",0,19,"VSEA","2021 / C / 8341",2021-12-28,"IM / 4",4000,0,204718,"437330","DREAM HOUSE
","HAOXING INDUSTRY LTD",47,48.49,NA,"Softer Biscuits e.g SAO","COOKIES","1,825.57","1,825.00","0","Enclosure; ","1,825.00","KGM","CIF",233785,"35,070.00","40,330.00","0",0,0,0,13852,1905,48,2021,"December",28,"SEA","IV.Prepared foodstuffs, beverages, spirits & tobacco","Food & Live Animals","CN","CN","CHINA, PEOPLES REPUBLIC OF","ASIA",3,"CHINA, PEOPLES REPUBLIC OF","CN","CN","CHINA, PEOPLES REPUBLIC OF","ASIA",3,"CHINA, PEOPLES REPUBLIC OF","Softer Biscuits e.g SAO","Softer Biscuits e.g SAO","Other products","Other products ","Bread, pastry, cakes, biscuits and other bakers' wares","Bread, pastry, cakes, biscuits and other bakers' wares","KGM","15",122,"Consumption goods","IMPORT","Sweet snacks","Bakery products","Sweet biscuits, Cakes and pastries"
"1563","19059000",190590,"FJ","FJ",0,19,"VSEA","2021 / C / 8187",2021-12-23,"IM / 4",4000,0,113577,"113577","AU BON MARCHE
","PUNJAS PTE LIMITED
",1,48.49,"MSG","Softer Biscuits e.g SAO","BFAST CRACKERS 2KG","8,150.00","8,150.00","4,075","Cartons","8,150.00","KGM","FOB",2396978,"0","359,545.00","0",0,0,0,12668,1905,48,2021,"December",23,"SEA","IV.Prepared foodstuffs, beverages, spirits & tobacco","Food & Live Animals","FJ","FJ","FIJI","OCEANIA",5,"FIJI","FJ","FJ","FIJI","OCEANIA",5,"FIJI","Softer Biscuits e.g SAO","Softer Biscuits e.g SAO","Other products","Other products ","Bread, pastry, cakes, biscuits and other bakers' wares","Bread, pastry, cakes, biscuits and other bakers' wares","KGM","15",122,"Consumption goods","IMPORT","Sweet snacks","Bakery products","Sweet biscuits, Cakes and pastries"
"1564","19059000",190590,"AU","AU",0,19,"SSEA","2021 / C / 1845",2021-12-06,"IM / 4",4000,0,103862,"103862","LO CHAN MOON
","WOOLWORTHS GROUP ",11,48.49,NA,"Softer Biscuits e.g SAO","TORTILLA/SOF BISCUIT","125","125","0","Enclosure; ","125","KGM","FOB",78244,"11,735.00","13,495.00","0",0,0,0,694,1905,48,2021,"December",6,"SEA","IV.Prepared foodstuffs, beverages, spirits & tobacco","Food & Live Animals","AU","AU","AUSTRALIA","OCEANIA",5,"AUSTRALIA","AU","AU","AUSTRALIA","OCEANIA",5,"AUSTRALIA","Softer Biscuits e.g SAO","Softer Biscuits e.g SAO","Other products","Other products ","Bread, pastry, cakes, biscuits and other bakers' wares","Bread, pastry, cakes, biscuits and other bakers' wares","KGM","15",122,"Consumption goods","IMPORT","Sweet snacks","Bakery products","Sweet biscuits, Cakes and pastries"
"1565","19059000",190590,"NZ","NZ",0,19,"VSEA","2021 / C / 7865",2021-12-17,"IM / 4",4000,0,803753,"107172","CELLOVILA LTD
","DECORAMAT LTD - CF2844
",5,48.49,NA,"Softer Biscuits e.g SAO","VALCOM RICE PAPER 16CM","26.68","26.68","0","Various, ie. ","26.68","KGM","FOB",15242,"2,285.00","2,630.00","0",0,0,0,10651,1905,48,2021,"December",17,"SEA","IV.Prepared foodstuffs, beverages, spirits & tobacco","Food & Live Animals","NZ","NZ","NEW ZEALAND","OCEANIA",5,"NEW ZEALAND","NZ","NZ","NEW ZEALAND","OCEANIA",5,"NEW ZEALAND","Softer Biscuits e.g SAO","Softer Biscuits e.g SAO","Other products","Other products ","Bread, pastry, cakes, biscuits and other bakers' wares","Bread, pastry, cakes, biscuits and other bakers' wares","KGM","15",122,"Consumption goods","IMPORT","Sweet snacks","Bakery products","Sweet biscuits, Cakes and pastries"
"1566","19059000",190590,"AU","AU",0,19,"SSEA","2021 / C / 1862",2021-12-07,"IM / 4",4000,0,100883,"100883","WONG SZE SING
","HENRY CUMINES PTY LTD
",35,48.49,NA,"Softer Biscuits e.g SAO","SAO BISCUIT","130","130","0","Enclosure; ","130","KGM","CIF",86577,"12,985.00","14,935.00","0",0,0,0,907,1905,48,2021,"December",7,"SEA","IV.Prepared foodstuffs, beverages, spirits & tobacco","Food & Live Animals","AU","AU","AUSTRALIA","OCEANIA",5,"AUSTRALIA","AU","AU","AUSTRALIA","OCEANIA",5,"AUSTRALIA","Softer Biscuits e.g SAO","Softer Biscuits e.g SAO","Other products","Other products ","Bread, pastry, cakes, biscuits and other bakers' wares","Bread, pastry, cakes, biscuits and other bakers' wares","KGM","15",122,"Consumption goods","IMPORT","Sweet snacks","Bakery products","Sweet biscuits, Cakes and pastries"
"1567","19059000",190590,"FR","FR",0,19,"VSEA","2021 / C / 8483",2021-12-29,"IM / 4",4000,0,803753,"161824","BOUCHERIE TRAVERSO ","GEPROCOR
",113,48.49,NA,"Softer Biscuits e.g SAO","PRINGLES ORIGINAL MINI 40G","12.33","12.33","0","Unpacked or ","12.33","KGM","FOB",3943,"590","680","0",0,0,0,15015,1905,48,2021,"December",29,"SEA","IV.Prepared foodstuffs, beverages, spirits & tobacco","Food & Live Animals","FR","FR","FRANCE","EUROPE",4,"FRANCE","FR","FR","FRANCE","EUROPE",4,"FRANCE","Softer Biscuits e.g SAO","Softer Biscuits e.g SAO","Other products","Other products ","Bread, pastry, cakes, biscuits and other bakers' wares","Bread, pastry, cakes, biscuits and other bakers' wares","KGM","15",122,"Consumption goods","IMPORT","Sweet snacks","Bakery products","Sweet biscuits, Cakes and pastries"
"1568","19059000",190590,"MY","MY",0,19,"SSEA","2021 / C / 1864",2021-12-07,"IM / 4",4000,0,266664,"129635","DAMING STORE
","WHS WHOLESALERS SDN ",38,48.49,NA,"Softer Biscuits e.g SAO","SF CREAM CRAKER","136.32","136.32","0","Enclosure; ","136.32","KGM","FOB",24937,"3,740.00","4,300.00","0",0,0,0,981,1905,48,2021,"December",7,"SEA","IV.Prepared foodstuffs, beverages, spirits & tobacco","Food & Live Animals","MY","MY","MALAYSIA","ASIA",3,"MALAYSIA","MY","MY","MALAYSIA","ASIA",3,"MALAYSIA","Softer Biscuits e.g SAO","Softer Biscuits e.g SAO","Other products","Other products ","Bread, pastry, cakes, biscuits and other bakers' wares","Bread, pastry, cakes, biscuits and other bakers' wares","KGM","15",122,"Consumption goods","IMPORT","Sweet snacks","Bakery products","Sweet biscuits, Cakes and pastries"
"1569","19059000",190590,"MY","MY",0,19,"SSEA","2021 / C / 1968",2021-12-22,"IM / 4",4000,0,266664,"801782","LO YING CHEE
","SM IMPORT & EXPORT SDN ",8,48.49,NA,"Softer Biscuits e.g SAO","CREAM CRACKER","1,450.89","1,450.89","0","Enclosure; ","1,450.89","KGM","FOB",83914,"12,585.00","14,475.00","0",0,0,0,2440,1905,48,2021,"December",22,"SEA","IV.Prepared foodstuffs, beverages, spirits & tobacco","Food & Live Animals","MY","MY","MALAYSIA","ASIA",3,"MALAYSIA","MY","MY","MALAYSIA","ASIA",3,"MALAYSIA","Softer Biscuits e.g SAO","Softer Biscuits e.g SAO","Other products","Other products ","Bread, pastry, cakes, biscuits and other bakers' wares","Bread, pastry, cakes, biscuits and other bakers' wares","KGM","15",122,"Consumption goods","IMPORT","Sweet snacks","Bakery products","Sweet biscuits, Cakes and pastries"
"1570","19059000",190590,"CN","CN",0,19,"SSEA","2021 / C / 1836",2021-12-06,"IM / 4",4000,0,266664,"802611","SUNSHINE SHOPPING ","RONGZHU TRADING IMPORT ",93,48.49,NA,"Softer Biscuits e.g SAO","MINI BREAD","3","3","0","Enclosure; ","3","KGM","FOB",385,"60","65","0",0,0,0,597,1905,48,2021,"December",6,"SEA","IV.Prepared foodstuffs, beverages, spirits & tobacco","Food & Live Animals","CN","CN","CHINA, PEOPLES REPUBLIC OF","ASIA",3,"CHINA, PEOPLES REPUBLIC OF","CN","CN","CHINA, PEOPLES REPUBLIC OF","ASIA",3,"CHINA, PEOPLES REPUBLIC OF","Softer Biscuits e.g SAO","Softer Biscuits e.g SAO","Other products","Other products ","Bread, pastry, cakes, biscuits and other bakers' wares","Bread, pastry, cakes, biscuits and other bakers' wares","KGM","15",122,"Consumption goods","IMPORT","Sweet snacks","Bakery products","Sweet biscuits, Cakes and pastries"
"1571","19059000",190590,"NZ","NZ",0,19,"VSEA","2021 / C / 7872",2021-12-17,"IM / 4",4000,0,166070,"430223","DYNAMIC SUPPLY ","DSC
",3,48.49,NA,"Softer Biscuits e.g SAO","VOGEL","10","10","0","Enclosure; ","100","KGM","FOB",398667,"59,800.00","68,770.00","0",0,0,0,10687,1905,48,2021,"December",17,"SEA","IV.Prepared foodstuffs, beverages, spirits & tobacco","Food & Live Animals","NZ","NZ","NEW ZEALAND","OCEANIA",5,"NEW ZEALAND","NZ","NZ","NEW ZEALAND","OCEANIA",5,"NEW ZEALAND","Softer Biscuits e.g SAO","Softer Biscuits e.g SAO","Other products","Other products ","Bread, pastry, cakes, biscuits and other bakers' wares","Bread, pastry, cakes, biscuits and other bakers' wares","KGM","15",122,"Consumption goods","IMPORT","Sweet snacks","Bakery products","Sweet biscuits, Cakes and pastries"
"1572","19059000",190590,"FJ","FJ",0,19,"SSEA","2021 / C / 1980",2021-12-23,"IM / 4",4000,0,437811,"437811","CHUAN STORE
","FMF FOOD LIMITED
",4,48.49,"MSG","Softer Biscuits e.g SAO","BREAKFAST CRACKER","33,955.00","21,919.00","4,650","Cartons","21,919.00","KGM","FOB",4615207,"0","692,280.00","0",0,0,0,2510,1905,48,2021,"December",23,"SEA","IV.Prepared foodstuffs, beverages, spirits & tobacco","Food & Live Animals","FJ","FJ","FIJI","OCEANIA",5,"FIJI","FJ","FJ","FIJI","OCEANIA",5,"FIJI","Softer Biscuits e.g SAO","Softer Biscuits e.g SAO","Other products","Other products ","Bread, pastry, cakes, biscuits and other bakers' wares","Bread, pastry, cakes, biscuits and other bakers' wares","KGM","15",122,"Consumption goods","IMPORT","Sweet snacks","Bakery products","Sweet biscuits, Cakes and pastries"
"1573","19059000",190590,"NZ","NZ",0,19,"VSEA","2021 / C / 8294",2021-12-24,"IM / 4",4000,0,166070,"430223","DYNAMIC SUPPLY ","DSC LTD
",23,48.49,NA,"Softer Biscuits e.g SAO","OTHER","564","564","0","Enclosure; ","94","KGM","FOB",192385,"28,860.00","33,185.00","0",0,0,0,13162,1905,48,2021,"December",24,"SEA","IV.Prepared foodstuffs, beverages, spirits & tobacco","Food & Live Animals","NZ","NZ","NEW ZEALAND","OCEANIA",5,"NEW ZEALAND","NZ","NZ","NEW ZEALAND","OCEANIA",5,"NEW ZEALAND","Softer Biscuits e.g SAO","Softer Biscuits e.g SAO","Other products","Other products ","Bread, pastry, cakes, biscuits and other bakers' wares","Bread, pastry, cakes, biscuits and other bakers' wares","KGM","15",122,"Consumption goods","IMPORT","Sweet snacks","Bakery products","Sweet biscuits, Cakes and pastries"
"1574","19059000",190590,"FJ","FJ",0,19,"VSEA","2021 / C / 8153",2021-12-22,"IM / 4",4000,0,357386,"141057","PUNJAS (VANUATU) LTD
","PUNJAS LTD 
",22,48.49,"MSG","Softer Biscuits e.g SAO","SOFT WRAP AND CAKE","343.8","343.8","0","Various, ie. ","343","KGM","FOB",198717,"0","29,810.00","0",0,0,0,12539,1905,48,2021,"December",22,"SEA","IV.Prepared foodstuffs, beverages, spirits & tobacco","Food & Live Animals","FJ","FJ","FIJI","OCEANIA",5,"FIJI","FJ","FJ","FIJI","OCEANIA",5,"FIJI","Softer Biscuits e.g SAO","Softer Biscuits e.g SAO","Other products","Other products ","Bread, pastry, cakes, biscuits and other bakers' wares","Bread, pastry, cakes, biscuits and other bakers' wares","KGM","15",122,"Consumption goods","IMPORT","Sweet snacks","Bakery products","Sweet biscuits, Cakes and pastries"
"1575","19059000",190590,"AU","AU",0,19,"VSEA","2021 / C / 8132",2021-12-22,"IM / 4",4000,0,113577,"113577","AU BON MARCHE
","WOOLWORTHS GROUP ",4,48.49,NA,"Softer Biscuits e.g SAO","WW CRACKERS 100G - 125G","157.01","157.01","85","Cartons","157.01","KGM","FOB",99057,"14,860.00","17,090.00","0",0,0,0,12380,1905,48,2021,"December",22,"SEA","IV.Prepared foodstuffs, beverages, spirits & tobacco","Food & Live Animals","AU","AU","AUSTRALIA","OCEANIA",5,"AUSTRALIA","AU","AU","AUSTRALIA","OCEANIA",5,"AUSTRALIA","Softer Biscuits e.g SAO","Softer Biscuits e.g SAO","Other products","Other products ","Bread, pastry, cakes, biscuits and other bakers' wares","Bread, pastry, cakes, biscuits and other bakers' wares","KGM","15",122,"Consumption goods","IMPORT","Sweet snacks","Bakery products","Sweet biscuits, Cakes and pastries"
"1576","19059000",190590,"NZ","NZ",0,19,"VSEA","2021 / C / 8108",2021-12-22,"IM / 4",4000,0,803753,"494133","INFLUENCE BIO CONCEPT
","VARIOUS SUPPLIERS
",11,48.49,NA,"Softer Biscuits e.g SAO","BLACK RICE CRACKERS ORIGINAL 115G","36.42","36.42","0","Unpacked or ","36.42","KGM","FOB",60132,"9,020.00","10,375.00","0",0,0,0,12273,1905,48,2021,"December",22,"SEA","IV.Prepared foodstuffs, beverages, spirits & tobacco","Food & Live Animals","NZ","NZ","NEW ZEALAND","OCEANIA",5,"NEW ZEALAND","NZ","NZ","NEW ZEALAND","OCEANIA",5,"NEW ZEALAND","Softer Biscuits e.g SAO","Softer Biscuits e.g SAO","Other products","Other products ","Bread, pastry, cakes, biscuits and other bakers' wares","Bread, pastry, cakes, biscuits and other bakers' wares","KGM","15",122,"Consumption goods","IMPORT","Sweet snacks","Bakery products","Sweet biscuits, Cakes and pastries"
"1577","19059000",190590,"NC","NC",0,19,"VAIR","2021 / C / 8235",2021-12-07,"IM / 4",4000,0,201832,"278094","GENETA MATAN MOLWAI
","MOINDOU GUILAINE
",6,48.49,NA,"Softer Biscuits e.g SAO","SAO/TIMTAM/ARNOTTS","0.5","0.5","0","Enclosure; ","0.5","KGM","FOB",2529,"380","435","0",0,0,0,3532,1905,48,2021,"December",7,"AIR","IV.Prepared foodstuffs, beverages, spirits & tobacco","Food & Live Animals","NC","NC","NEW CALEDONIA","OCEANIA",5,"NEW CALEDONIA","NC","NC","NEW CALEDONIA","OCEANIA",5,"NEW CALEDONIA","Softer Biscuits e.g SAO","Softer Biscuits e.g SAO","Other products","Other products ","Bread, pastry, cakes, biscuits and other bakers' wares","Bread, pastry, cakes, biscuits and other bakers' wares","KGM","15",122,"Consumption goods","IMPORT","Sweet snacks","Bakery products","Sweet biscuits, Cakes and pastries"
"1578","19059000",190590,"FR","DE",0,19,"VSEA","2021 / C / 8483",2021-12-29,"IM / 4",4000,0,803753,"161824","BOUCHERIE TRAVERSO ","GEPROCOR
",7,48.49,NA,"Softer Biscuits e.g SAO","LAYS 3D PAPRIKA 85G","62.85","62.85","0","Unpacked or ","62.85","KGM","FOB",20112,"3,015.00","3,470.00","0",0,0,0,14905,1905,48,2021,"December",29,"SEA","IV.Prepared foodstuffs, beverages, spirits & tobacco","Food & Live Animals","DE","DE","GERMANY","EUROPE",4,"OTHERS","FR","FR","FRANCE","EUROPE",4,"FRANCE","Softer Biscuits e.g SAO","Softer Biscuits e.g SAO","Other products","Other products ","Bread, pastry, cakes, biscuits and other bakers' wares","Bread, pastry, cakes, biscuits and other bakers' wares","KGM","15",122,"Consumption goods","IMPORT","Sweet snacks","Bakery products","Sweet biscuits, Cakes and pastries"
"1579","19059000",190590,"NZ","NZ",0,19,"SSEA","2021 / C / 1946",2021-12-21,"IM / 4",4000,0,266664,"802611","SUNSHINE SHOPPING ","FRESHA EXPORT LIMITED
",2,48.49,NA,"Softer Biscuits e.g SAO","BISCUITS","23.76","23.76","0","Enclosure; ","23.76","KGM","FOB",31019,"4,655.00","5,350.00","0",0,0,0,2150,1905,48,2021,"December",21,"SEA","IV.Prepared foodstuffs, beverages, spirits & tobacco","Food & Live Animals","NZ","NZ","NEW ZEALAND","OCEANIA",5,"NEW ZEALAND","NZ","NZ","NEW ZEALAND","OCEANIA",5,"NEW ZEALAND","Softer Biscuits e.g SAO","Softer Biscuits e.g SAO","Other products","Other products ","Bread, pastry, cakes, biscuits and other bakers' wares","Bread, pastry, cakes, biscuits and other bakers' wares","KGM","15",122,"Consumption goods","IMPORT","Sweet snacks","Bakery products","Sweet biscuits, Cakes and pastries"
"1580","19059000",190590,"FJ","FJ",0,19,"VSEA","2021 / C / 8187",2021-12-23,"IM / 4",4000,0,113577,"113577","AU BON MARCHE
","PUNJAS PTE LIMITED
",5,48.49,"MSG","Softer Biscuits e.g SAO","BFAST CRACKERS 200G","9,090.00","9,090.00","931","Cartons","8,937.00","KGM","FOB",1729354,"0","259,405.00","0",0,0,0,12672,1905,48,2021,"December",23,"SEA","IV.Prepared foodstuffs, beverages, spirits & tobacco","Food & Live Animals","FJ","FJ","FIJI","OCEANIA",5,"FIJI","FJ","FJ","FIJI","OCEANIA",5,"FIJI","Softer Biscuits e.g SAO","Softer Biscuits e.g SAO","Other products","Other products ","Bread, pastry, cakes, biscuits and other bakers' wares","Bread, pastry, cakes, biscuits and other bakers' wares","KGM","15",122,"Consumption goods","IMPORT","Sweet snacks","Bakery products","Sweet biscuits, Cakes and pastries"
"1581","19059000",190590,"FJ","FJ",0,19,"SSEA","2021 / C / 1934",2021-12-20,"IM / 4",4000,0,105091,"105091","LO SIN CHIAO
","FMF FOODS LTD
",1,48.49,"MSG","Softer Biscuits e.g SAO","BREAKFAST CRACKER","14,694.00","10,755.00","1,434","Cartons","10,755.00","KGM","FOB",1738351,"0","260,755.00","0",0,0,0,2023,1905,48,2021,"December",20,"SEA","IV.Prepared foodstuffs, beverages, spirits & tobacco","Food & Live Animals","FJ","FJ","FIJI","OCEANIA",5,"FIJI","FJ","FJ","FIJI","OCEANIA",5,"FIJI","Softer Biscuits e.g SAO","Softer Biscuits e.g SAO","Other products","Other products ","Bread, pastry, cakes, biscuits and other bakers' wares","Bread, pastry, cakes, biscuits and other bakers' wares","KGM","15",122,"Consumption goods","IMPORT","Sweet snacks","Bakery products","Sweet biscuits, Cakes and pastries"
"1582","19059000",190590,"CN","CN",0,19,"VSEA","2021 / C / 7565",2021-12-01,"IM / 4",4000,0,204718,"315441","LAO LI STORE
","SHENZHEN ",45,48.49,NA,"Softer Biscuits e.g SAO","ORION CAKES / BISCUITS","112.63","112.63","0","Enclosure; ","112.63","KGM","CFR",5873,"880","1,015.00","0",0,0,0,8004,1905,48,2021,"December",1,"SEA","IV.Prepared foodstuffs, beverages, spirits & tobacco","Food & Live Animals","CN","CN","CHINA, PEOPLES REPUBLIC OF","ASIA",3,"CHINA, PEOPLES REPUBLIC OF","CN","CN","CHINA, PEOPLES REPUBLIC OF","ASIA",3,"CHINA, PEOPLES REPUBLIC OF","Softer Biscuits e.g SAO","Softer Biscuits e.g SAO","Other products","Other products ","Bread, pastry, cakes, biscuits and other bakers' wares","Bread, pastry, cakes, biscuits and other bakers' wares","KGM","15",122,"Consumption goods","IMPORT","Sweet snacks","Bakery products","Sweet biscuits, Cakes and pastries"
"1583","19059000",190590,"NC","NC",0,19,"VAIR","2021 / C / 8571",2021-12-16,"IM / 4",4000,0,803753,"161824","BOUCHERIE TRAVERSO ","ETS BARGIBANT SA
",9,48.49,NA,"Softer Biscuits e.g SAO","PIZZA GARL CHEES BEAD 223G","115.94","115.94","0","Unpacked or ","115.94","KGM","FOB",140508,"21,075.00","24,235.00","0",0,0,0,4817,1905,48,2021,"December",16,"AIR","IV.Prepared foodstuffs, beverages, spirits & tobacco","Food & Live Animals","NC","NC","NEW CALEDONIA","OCEANIA",5,"NEW CALEDONIA","NC","NC","NEW CALEDONIA","OCEANIA",5,"NEW CALEDONIA","Softer Biscuits e.g SAO","Softer Biscuits e.g SAO","Other products","Other products ","Bread, pastry, cakes, biscuits and other bakers' wares","Bread, pastry, cakes, biscuits and other bakers' wares","KGM","15",122,"Consumption goods","IMPORT","Sweet snacks","Bakery products","Sweet biscuits, Cakes and pastries"
"1584","19059000",190590,"FJ","FJ",0,19,"SSEA","2021 / C / 1934",2021-12-20,"IM / 4",4000,0,105091,"105091","LO SIN CHIAO
","FMF FOODS LTD
",3,48.49,"MSG","Softer Biscuits e.g SAO","BREAKFAST CRACKER","14,360.00","10,755.00","1,434","Cartons","10,755.00","KGM","FOB",1738351,"0","260,755.00","0",0,0,0,2025,1905,48,2021,"December",20,"SEA","IV.Prepared foodstuffs, beverages, spirits & tobacco","Food & Live Animals","FJ","FJ","FIJI","OCEANIA",5,"FIJI","FJ","FJ","FIJI","OCEANIA",5,"FIJI","Softer Biscuits e.g SAO","Softer Biscuits e.g SAO","Other products","Other products ","Bread, pastry, cakes, biscuits and other bakers' wares","Bread, pastry, cakes, biscuits and other bakers' wares","KGM","15",122,"Consumption goods","IMPORT","Sweet snacks","Bakery products","Sweet biscuits, Cakes and pastries"
