"","HS.Code","HS.Code_6","CE.CD","CO","SITC_1","HS.Code_2","Office","Reg.Ref","Reg..Date","Type","CP4","CP3","Declarant","Con_cod","Con...Exp.name","Shipper...Buyer.name","Itm..","SITC","PRF","Goods.Comm..Dsc.1","Goods.Comm..Dsc.","Wgt..Gross","Wgt..Net","Pkg..","Pkg..type","Supp.Qty","Supp","TOD","Stat..Value","IMD","VAT","IEX","DEX","EXD","OED","RawDataRowID","HS.Code_4","SITC_3","Year","Month","Day","Mode.of.Transport","HS.Section","SITC.description","IMPORT.CTY.CD","CTY_Origin","IMPORT.COUNTRY","IMPORT.REGION","IMPORT.REG.","IMPORT.PARTNER.COUNTRIES","CTY_Dest","EXPORT.CTY.CD","EXPORT.COUNTRY","EXPORT.REGION","EXPORT.REG.","EXPORT.PARTNER.COUNTRIES","TAR_ALL","TAR_DSC","Principle.Exports","Principle.ReExports","Principle.Imports","Classifications.Combined","Unit.Qty","Import.Duty.Rate","BEC4","Description","CommodityType","Unhealthy.Focus.Food.Category","Food.sub.category","Product"
"14","02032200",20322,"AU","AU",0,2,"VSEA","2021 / C / 7604",2021-12-02,"IM / 4",4000,0,437811,"437811","CHUAN STORE
","ANTAP INTERNATIONAL PTY ",3,12.22,NA,"Hams, shoulders and cuts thereof, with bone in","PORK MEAT","1,425.00","1,389.25","72","Cartons","1,389.25","KGM","CIF",801347,"240,405.00","156,265.00","0",0,0,0,8261,203,12,2021,"December",2,"SEA","I.Live animals: animal products","Food & Live Animals","AU","AU","AUSTRALIA","OCEANIA",5,"AUSTRALIA","AU","AU","AUSTRALIA","OCEANIA",5,"AUSTRALIA","Hams, shoulders and cuts thereof, with bone in","Hams, shoulders and cuts thereof, with bone in","Other products","Other products ","Other Imports","Other products ","KGM","30",122,"Consumption goods","IMPORT","Fatty Meat Products ","Processed Meats","Sausage, ham, bacon, salami, jerky, cold cuts, chicken nuggets, patties"
"15","02032900",20329,"NZ","NZ",0,2,"VSEA","2021 / C / 7872",2021-12-17,"IM / 4",4000,0,166070,"430223","DYNAMIC SUPPLY ","DSC
",8,12.22,NA,"Other","BACON","3,076.00","600","0","Enclosure; ","3,076.00","KGM","FOB",763238,"228,970.00","148,830.00","0",0,0,0,10692,203,12,2021,"December",17,"SEA","I.Live animals: animal products","Food & Live Animals","NZ","NZ","NEW ZEALAND","OCEANIA",5,"NEW ZEALAND","NZ","NZ","NEW ZEALAND","OCEANIA",5,"NEW ZEALAND","Other","Other","Other products","Other products ","Other Imports","Other products ","KGM","30",122,"Consumption goods","IMPORT","Fatty Meat Products ","Processed Meats","Sausage, ham, bacon, salami, jerky, cold cuts, chicken nuggets, patties"
"16","02032900",20329,"AU","AU",0,2,"SSEA","2021 / C / 1817",2021-12-03,"IM / 4",4000,0,266664,"129635","DAMING STORE
","NATURALLY AUSTRALIAN ",4,12.22,NA,"Other","FROZEN PORK","439.83","365.54","23","Cartons","365.54","KGM","CIF",224163,"67,250.00","43,710.00","0",0,0,0,262,203,12,2021,"December",3,"SEA","I.Live animals: animal products","Food & Live Animals","AU","AU","AUSTRALIA","OCEANIA",5,"AUSTRALIA","AU","AU","AUSTRALIA","OCEANIA",5,"AUSTRALIA","Other","Other","Other products","Other products ","Other Imports","Other products ","KGM","30",122,"Consumption goods","IMPORT","Fatty Meat Products ","Processed Meats","Sausage, ham, bacon, salami, jerky, cold cuts, chicken nuggets, patties"
"55","02071490",20714,"FJ","FJ",0,2,"VSEA","2021 / C / 7681",2021-12-06,"IM / 4",4000,0,113577,"113577","AU BON MARCHE
","GOODMAN FIELDER INT'L ",6,12.35,"MSG","Other","CHICKEN MINCE & PATTIES 500G-600G","216.9","216.9","17","Cartons","216.9","KGM","FOB",71305,"0","10,695.00","0",0,0,0,8888,207,12,2021,"December",6,"SEA","I.Live animals: animal products","Food & Live Animals","FJ","FJ","FIJI","OCEANIA",5,"FIJI","FJ","FJ","FIJI","OCEANIA",5,"FIJI","Other","Other","Other products","Other products ","Meat and edible offal of poultry","Meat and edible offal of poultry","KGM","20",122,"Consumption goods","IMPORT","Fatty Meat Products ","Processed Meats","Sausage, ham, bacon, salami, jerky, cold cuts, chicken nuggets, patties"
"56","02071490",20714,"AU","AU",0,2,"VSEA","2021 / C / 8094",2021-12-21,"IM / 4",4000,0,113577,"113577","AU BON MARCHE
","ROGERS & ANDERSONS ",1,12.35,NA,"Other","DRUMSTICKS 2KGX8","13,737.00","13,737.00","1,099","Cartons","3,543.79","KGM","CIF",3016386,"603,275.00","542,950.00","0",0,0,0,12173,207,12,2021,"December",21,"SEA","I.Live animals: animal products","Food & Live Animals","AU","AU","AUSTRALIA","OCEANIA",5,"AUSTRALIA","AU","AU","AUSTRALIA","OCEANIA",5,"AUSTRALIA","Other","Other","Other products","Other products ","Meat and edible offal of poultry","Meat and edible offal of poultry","KGM","20",122,"Consumption goods","IMPORT","Fatty Meat Products ","Processed Meats","Sausage, ham, bacon, salami, jerky, cold cuts, chicken nuggets, patties"
"57","02071490",20714,"FJ","FJ",0,2,"VSEA","2021 / C / 7681",2021-12-06,"IM / 4",4000,0,113577,"113577","AU BON MARCHE
","GOODMAN FIELDER INT'L ",9,12.35,"MSG","Other","CHICKEN MINCE & PATTIES 500G-600G","216.45","21.9","17","Cartons","21.9","KGM","FOB",71305,"0","10,695.00","0",0,0,0,8891,207,12,2021,"December",6,"SEA","I.Live animals: animal products","Food & Live Animals","FJ","FJ","FIJI","OCEANIA",5,"FIJI","FJ","FJ","FIJI","OCEANIA",5,"FIJI","Other","Other","Other products","Other products ","Meat and edible offal of poultry","Meat and edible offal of poultry","KGM","20",122,"Consumption goods","IMPORT","Fatty Meat Products ","Processed Meats","Sausage, ham, bacon, salami, jerky, cold cuts, chicken nuggets, patties"
"58","02071490",20714,"AU","AU",0,2,"SSEA","2021 / C / 1817",2021-12-03,"IM / 4",4000,0,266664,"129635","DAMING STORE
","NATURALLY AUSTRALIAN ",1,12.35,NA,"Other","FROZEN  CHICKEN PIECES","7,210.64","5,376.00","568","Cartons","5,376.00","KGM","CIF",1844207,"368,840.00","331,955.00","0",0,0,0,259,207,12,2021,"December",3,"SEA","I.Live animals: animal products","Food & Live Animals","AU","AU","AUSTRALIA","OCEANIA",5,"AUSTRALIA","AU","AU","AUSTRALIA","OCEANIA",5,"AUSTRALIA","Other","Other","Other products","Other products ","Meat and edible offal of poultry","Meat and edible offal of poultry","KGM","20",122,"Consumption goods","IMPORT","Fatty Meat Products ","Processed Meats","Sausage, ham, bacon, salami, jerky, cold cuts, chicken nuggets, patties"
"59","02071490",20714,"AU","AU",0,2,"VSEA","2021 / C / 7715",2021-12-07,"IM / 4",4000,0,445964,"416641","RANIA INVESTMENTS
","SURE GOODS FOODS LTD
",1,12.35,NA,"Other","FROZEN CHICKEN PIECES","14,688.00","14,688.00","816","Various, ie. ","14,688.00","KGM","CIF",3062742,"612,550.00","551,295.00","0",0,0,0,9337,207,12,2021,"December",7,"SEA","I.Live animals: animal products","Food & Live Animals","AU","AU","AUSTRALIA","OCEANIA",5,"AUSTRALIA","AU","AU","AUSTRALIA","OCEANIA",5,"AUSTRALIA","Other","Other","Other products","Other products ","Meat and edible offal of poultry","Meat and edible offal of poultry","KGM","20",122,"Consumption goods","IMPORT","Fatty Meat Products ","Processed Meats","Sausage, ham, bacon, salami, jerky, cold cuts, chicken nuggets, patties"
"60","02071490",20714,"AU","AU",0,2,"VSEA","2021 / C / 8520",2021-12-30,"IM / 4",4000,0,445964,"416641","RANIA INVESTMENTS
","PACIFIC ISLANDS ",1,12.35,NA,"Other","DRUM STICK","15,595.80","15,012.00","834","Various, ie. ","15,012.00","KGM","CIF",3058064,"611,615.00","550,450.00","0",0,0,0,15636,207,12,2021,"December",30,"SEA","I.Live animals: animal products","Food & Live Animals","AU","AU","AUSTRALIA","OCEANIA",5,"AUSTRALIA","AU","AU","AUSTRALIA","OCEANIA",5,"AUSTRALIA","Other","Other","Other products","Other products ","Meat and edible offal of poultry","Meat and edible offal of poultry","KGM","20",122,"Consumption goods","IMPORT","Fatty Meat Products ","Processed Meats","Sausage, ham, bacon, salami, jerky, cold cuts, chicken nuggets, patties"
"61","02071490",20714,"AU","AU",0,2,"VSEA","2021 / C / 7604",2021-12-02,"IM / 4",4000,0,437811,"437811","CHUAN STORE
","ANTAP INTERNATIONAL PTY ",1,12.35,NA,"Other","CHICKEN MIXED","9,142.00","8,858.00","568","Cartons","8,858.00","KGM","CIF",2164580,"432,915.00","389,625.00","0",0,0,0,8258,207,12,2021,"December",2,"SEA","I.Live animals: animal products","Food & Live Animals","AU","AU","AUSTRALIA","OCEANIA",5,"AUSTRALIA","AU","AU","AUSTRALIA","OCEANIA",5,"AUSTRALIA","Other","Other","Other products","Other products ","Meat and edible offal of poultry","Meat and edible offal of poultry","KGM","20",122,"Consumption goods","IMPORT","Fatty Meat Products ","Processed Meats","Sausage, ham, bacon, salami, jerky, cold cuts, chicken nuggets, patties"
"62","02071490",20714,"FJ","FJ",0,2,"SSEA","2021 / C / 1937",2021-12-20,"IM / 4",4000,0,103862,"103862","LO CHAN MOON
","GOODMAN FIELDER FIJI
",2,12.35,"MSG","Other","CHICKEN GIBLETS,LIVER PORTION ETC...","302","264","0","Enclosure; ","264","KGM","FOB",103004,"0","15,450.00","0",0,0,0,2048,207,12,2021,"December",20,"SEA","I.Live animals: animal products","Food & Live Animals","FJ","FJ","FIJI","OCEANIA",5,"FIJI","FJ","FJ","FIJI","OCEANIA",5,"FIJI","Other","Other","Other products","Other products ","Meat and edible offal of poultry","Meat and edible offal of poultry","KGM","20",122,"Consumption goods","IMPORT","Fatty Meat Products ","Processed Meats","Sausage, ham, bacon, salami, jerky, cold cuts, chicken nuggets, patties"
"63","02071490",20714,"NZ","NZ",0,2,"VSEA","2021 / C / 8425",2021-12-29,"IM / 4",4000,0,113577,"113577","AU BON MARCHE
","TEGEL FOODS LIMITED
",1,12.35,NA,"Other","MIX PORTIONS","12,362.64","10,666.08","899","Cartons","12,362.64","KGM","FOB",3101328,"620,265.00","558,240.00","0",0,0,0,14463,207,12,2021,"December",29,"SEA","I.Live animals: animal products","Food & Live Animals","NZ","NZ","NEW ZEALAND","OCEANIA",5,"NEW ZEALAND","NZ","NZ","NEW ZEALAND","OCEANIA",5,"NEW ZEALAND","Other","Other","Other products","Other products ","Meat and edible offal of poultry","Meat and edible offal of poultry","KGM","20",122,"Consumption goods","IMPORT","Fatty Meat Products ","Processed Meats","Sausage, ham, bacon, salami, jerky, cold cuts, chicken nuggets, patties"
"64","02071490",20714,"FJ","FJ",0,2,"VSEA","2021 / C / 7681",2021-12-06,"IM / 4",4000,0,113577,"113577","AU BON MARCHE
","GOODMAN FIELDER INT'L ",3,12.35,"MSG","Other","CHICKEN MINCE & PATTIES 500G-600G","216.45","21.9","17","Cartons","21.9","KGM","FOB",71305,"0","10,695.00","0",0,0,0,8885,207,12,2021,"December",6,"SEA","I.Live animals: animal products","Food & Live Animals","FJ","FJ","FIJI","OCEANIA",5,"FIJI","FJ","FJ","FIJI","OCEANIA",5,"FIJI","Other","Other","Other products","Other products ","Meat and edible offal of poultry","Meat and edible offal of poultry","KGM","20",122,"Consumption goods","IMPORT","Fatty Meat Products ","Processed Meats","Sausage, ham, bacon, salami, jerky, cold cuts, chicken nuggets, patties"
"65","02071490",20714,"AU","AU",0,2,"VSEA","2021 / C / 8172",2021-12-22,"IM / 4",4000,0,445964,"416641","RANIA INVESTMENTS
","SURE GOOD FOODS LTD
",1,12.35,NA,"Other","FROZEN CHICKEN PIECES","15,259.00","15,259.00","816","Various, ie. ","15,259.00","KGM","CIF",3062742,"612,550.00","551,295.00","0",0,0,0,12633,207,12,2021,"December",22,"SEA","I.Live animals: animal products","Food & Live Animals","AU","AU","AUSTRALIA","OCEANIA",5,"AUSTRALIA","AU","AU","AUSTRALIA","OCEANIA",5,"AUSTRALIA","Other","Other","Other products","Other products ","Meat and edible offal of poultry","Meat and edible offal of poultry","KGM","20",122,"Consumption goods","IMPORT","Fatty Meat Products ","Processed Meats","Sausage, ham, bacon, salami, jerky, cold cuts, chicken nuggets, patties"
"66","02071490",20714,"FJ","FJ",0,2,"VSEA","2021 / C / 8179",2021-12-22,"IM / 4",4000,0,445964,"416641","RANIA INVESTMENTS
","TAHI PACIFIC NZ LTD
",2,12.35,"MSG","Other","FROZEN CHICKEN PIECES","4,647.00","4,647.00","0","Enclosure; ","1,240.00","KGM","FOB",735932,"0","110,390.00","0",0,0,0,12658,207,12,2021,"December",22,"SEA","I.Live animals: animal products","Food & Live Animals","FJ","FJ","FIJI","OCEANIA",5,"FIJI","FJ","FJ","FIJI","OCEANIA",5,"FIJI","Other","Other","Other products","Other products ","Meat and edible offal of poultry","Meat and edible offal of poultry","KGM","20",122,"Consumption goods","IMPORT","Fatty Meat Products ","Processed Meats","Sausage, ham, bacon, salami, jerky, cold cuts, chicken nuggets, patties"
"67","02071490",20714,"AU","AU",0,2,"VSEA","2021 / C / 8093",2021-12-21,"IM / 4",4000,0,113577,"113577","AU BON MARCHE
","ROGERS & ANDERSON ",1,12.35,NA,"Other","DRUMSTICKS 2KGX8","14,144.00","13,318.71","847","Cartons","13,318.71","KGM","CIF",3045242,"609,050.00","548,145.00","0",0,0,0,12172,207,12,2021,"December",21,"SEA","I.Live animals: animal products","Food & Live Animals","AU","AU","AUSTRALIA","OCEANIA",5,"AUSTRALIA","AU","AU","AUSTRALIA","OCEANIA",5,"AUSTRALIA","Other","Other","Other products","Other products ","Meat and edible offal of poultry","Meat and edible offal of poultry","KGM","20",122,"Consumption goods","IMPORT","Fatty Meat Products ","Processed Meats","Sausage, ham, bacon, salami, jerky, cold cuts, chicken nuggets, patties"
"68","02071490",20714,"NZ","NZ",0,2,"VSEA","2021 / C / 8425",2021-12-29,"IM / 4",4000,0,113577,"113577","AU BON MARCHE
","TEGEL FOODS LIMITED
",4,12.35,NA,"Other","MIX PORTIONS","10,664.79","10,381.33","875","Cartons","10,664.79","KGM","FOB",2307846,"461,570.00","415,410.00","0",0,0,0,14466,207,12,2021,"December",29,"SEA","I.Live animals: animal products","Food & Live Animals","NZ","NZ","NEW ZEALAND","OCEANIA",5,"NEW ZEALAND","NZ","NZ","NEW ZEALAND","OCEANIA",5,"NEW ZEALAND","Other","Other","Other products","Other products ","Meat and edible offal of poultry","Meat and edible offal of poultry","KGM","20",122,"Consumption goods","IMPORT","Fatty Meat Products ","Processed Meats","Sausage, ham, bacon, salami, jerky, cold cuts, chicken nuggets, patties"
"69","02071490",20714,"AU","AU",0,2,"VSEA","2021 / C / 7946",2021-12-20,"IM / 4",4000,0,445964,"416641","RANIA INVESTMENTS
","PACIFIC ISLANDS ",1,12.35,NA,"Other","FROZEN CHICKEN CUTS","15,675.00","15,200.00","950","Various, ie. ","15,675.00","KGM","CIF",3462074,"692,415.00","623,175.00","0",0,0,0,11078,207,12,2021,"December",20,"SEA","I.Live animals: animal products","Food & Live Animals","AU","AU","AUSTRALIA","OCEANIA",5,"AUSTRALIA","AU","AU","AUSTRALIA","OCEANIA",5,"AUSTRALIA","Other","Other","Other products","Other products ","Meat and edible offal of poultry","Meat and edible offal of poultry","KGM","20",122,"Consumption goods","IMPORT","Fatty Meat Products ","Processed Meats","Sausage, ham, bacon, salami, jerky, cold cuts, chicken nuggets, patties"
"70","02071490",20714,"NZ","NZ",0,2,"VSEA","2021 / C / 7872",2021-12-17,"IM / 4",4000,0,166070,"430223","DYNAMIC SUPPLY ","DSC
",11,12.35,NA,"Other","OTHER","12,712.00","5,180.00","0","Enclosure; ","441","KGM","FOB",2018223,"403,645.00","363,280.00","0",0,0,0,10696,207,12,2021,"December",17,"SEA","I.Live animals: animal products","Food & Live Animals","NZ","NZ","NEW ZEALAND","OCEANIA",5,"NEW ZEALAND","NZ","NZ","NEW ZEALAND","OCEANIA",5,"NEW ZEALAND","Other","Other","Other products","Other products ","Meat and edible offal of poultry","Meat and edible offal of poultry","KGM","20",122,"Consumption goods","IMPORT","Fatty Meat Products ","Processed Meats","Sausage, ham, bacon, salami, jerky, cold cuts, chicken nuggets, patties"
"71","02071490",20714,"NZ","NZ",0,2,"VSEA","2021 / C / 8425",2021-12-29,"IM / 4",4000,0,113577,"113577","AU BON MARCHE
","TEGEL FOODS LIMITED
",3,12.35,NA,"Other","MIX PORTIONS","10,738.63","10,381.33","875","Cartons","10,738.63","KGM","FOB",2307846,"461,570.00","415,410.00","0",0,0,0,14465,207,12,2021,"December",29,"SEA","I.Live animals: animal products","Food & Live Animals","NZ","NZ","NEW ZEALAND","OCEANIA",5,"NEW ZEALAND","NZ","NZ","NEW ZEALAND","OCEANIA",5,"NEW ZEALAND","Other","Other","Other products","Other products ","Meat and edible offal of poultry","Meat and edible offal of poultry","KGM","20",122,"Consumption goods","IMPORT","Fatty Meat Products ","Processed Meats","Sausage, ham, bacon, salami, jerky, cold cuts, chicken nuggets, patties"
"72","02071490",20714,"FJ","FJ",0,2,"SSEA","2021 / C / 1945",2021-12-21,"IM / 4",4000,0,103862,"103862","LO CHAN MOON
","GOODMAN FIELDER FIJI
",3,12.35,"MSG","Other","DRUMSTICK, GIBLET","162","82","0","Enclosure; ","82","KGM","FOB",33255,"0","4,990.00","0",0,0,0,2147,207,12,2021,"December",21,"SEA","I.Live animals: animal products","Food & Live Animals","FJ","FJ","FIJI","OCEANIA",5,"FIJI","FJ","FJ","FIJI","OCEANIA",5,"FIJI","Other","Other","Other products","Other products ","Meat and edible offal of poultry","Meat and edible offal of poultry","KGM","20",122,"Consumption goods","IMPORT","Fatty Meat Products ","Processed Meats","Sausage, ham, bacon, salami, jerky, cold cuts, chicken nuggets, patties"
"73","02071490",20714,"AU","AU",0,2,"SSEA","2021 / C / 1935",2021-12-20,"IM / 4",4000,0,103862,"103862","LO CHAN MOON
","GEOFFREY HUGHES ",1,12.35,NA,"Other","FROZEN CHICKEN","15,670.60","15,084.00","838","Cartons","15,084.00","KGM","CIF",3560668,"712,135.00","640,920.00","0",0,0,0,2042,207,12,2021,"December",20,"SEA","I.Live animals: animal products","Food & Live Animals","AU","AU","AUSTRALIA","OCEANIA",5,"AUSTRALIA","AU","AU","AUSTRALIA","OCEANIA",5,"AUSTRALIA","Other","Other","Other products","Other products ","Meat and edible offal of poultry","Meat and edible offal of poultry","KGM","20",122,"Consumption goods","IMPORT","Fatty Meat Products ","Processed Meats","Sausage, ham, bacon, salami, jerky, cold cuts, chicken nuggets, patties"
"74","02071490",20714,"FJ","FJ",0,2,"VSEA","2021 / C / 7920",2021-12-17,"IM / 4",4000,0,113577,"113577","AU BON MARCHE
","GOODMAN FIELDER FIJI ",4,12.35,"MSG","Other","CHICKEN MINCE","2,053.80","2,025.00","154","Cartons","2,053.80","KGM","FOB",669196,"0","100,380.00","0",0,0,0,10913,207,12,2021,"December",17,"SEA","I.Live animals: animal products","Food & Live Animals","FJ","FJ","FIJI","OCEANIA",5,"FIJI","FJ","FJ","FIJI","OCEANIA",5,"FIJI","Other","Other","Other products","Other products ","Meat and edible offal of poultry","Meat and edible offal of poultry","KGM","20",122,"Consumption goods","IMPORT","Fatty Meat Products ","Processed Meats","Sausage, ham, bacon, salami, jerky, cold cuts, chicken nuggets, patties"
"75","02071490",20714,"AU","AU",0,2,"VSEA","2021 / C / 7738",2021-12-08,"IM / 4",4000,0,233921,"440237","HXM STORE
","Z & H AUSTRALIA PTY LTD
",1,12.35,NA,"Other","CHICKEN HEART","7,554.14","6,080.00","683","Various, ie. ","6,080.00","KGM","CIF",807133,"161,425.00","145,285.00","0",0,0,0,9437,207,12,2021,"December",8,"SEA","I.Live animals: animal products","Food & Live Animals","AU","AU","AUSTRALIA","OCEANIA",5,"AUSTRALIA","AU","AU","AUSTRALIA","OCEANIA",5,"AUSTRALIA","Other","Other","Other products","Other products ","Meat and edible offal of poultry","Meat and edible offal of poultry","KGM","20",122,"Consumption goods","IMPORT","Fatty Meat Products ","Processed Meats","Sausage, ham, bacon, salami, jerky, cold cuts, chicken nuggets, patties"
"83","02101100",21011,"NC","NC",0,2,"VAIR","2021 / C / 8141",2021-12-02,"IM / 4",4000,0,113577,"113577","AU BON MARCHE
","TTI
",8,16.11,NA,"Hams, shoulders and cuts thereof, with bone in","JAMBON - LA FRANCAISE","258.79","258.79","0","Various, ie. ","258.79","KGM","FOB",375869,"112,760.00","73,295.00","0",0,0,0,3181,210,16,2021,"December",2,"AIR","I.Live animals: animal products","Food & Live Animals","NC","NC","NEW CALEDONIA","OCEANIA",5,"NEW CALEDONIA","NC","NC","NEW CALEDONIA","OCEANIA",5,"NEW CALEDONIA","Hams, shoulders and cuts thereof, with bone in","Hams, shoulders and cuts thereof, with bone in","Other products","Other products ","Other Imports","Other products ","KGM","30",122,"Consumption goods","IMPORT","Fatty Meat Products ","Processed Meats","Sausage, ham, bacon, salami, jerky, cold cuts, chicken nuggets, patties"
"84","02101100",21011,"NC","FR",0,2,"VAIR","2021 / C / 8572",2021-12-16,"IM / 4",4000,0,113577,"113577","AU BON MARCHE
","SOCALAIT
",2,16.11,NA,"Hams, shoulders and cuts thereof, with bone in","JAMBON","86","86","6","Cartons","86","KGM","FOB",147121,"44,135.00","28,690.00","0",0,0,0,4822,210,16,2021,"December",16,"AIR","I.Live animals: animal products","Food & Live Animals","FR","FR","FRANCE","EUROPE",4,"FRANCE","NC","NC","NEW CALEDONIA","OCEANIA",5,"NEW CALEDONIA","Hams, shoulders and cuts thereof, with bone in","Hams, shoulders and cuts thereof, with bone in","Other products","Other products ","Other Imports","Other products ","KGM","30",122,"Consumption goods","IMPORT","Fatty Meat Products ","Processed Meats","Sausage, ham, bacon, salami, jerky, cold cuts, chicken nuggets, patties"
"85","02101100",21011,"NC","FR",0,2,"VAIR","2021 / C / 8141",2021-12-02,"IM / 4",4000,0,113577,"113577","AU BON MARCHE
","TTI
",3,16.11,NA,"Hams, shoulders and cuts thereof, with bone in","JAMBON -SOCALAIT","163.62","163.62","0","Various, ie. ","163.62","KGM","FOB",277353,"83,205.00","54,085.00","0",0,0,0,3177,210,16,2021,"December",2,"AIR","I.Live animals: animal products","Food & Live Animals","FR","FR","FRANCE","EUROPE",4,"FRANCE","NC","NC","NEW CALEDONIA","OCEANIA",5,"NEW CALEDONIA","Hams, shoulders and cuts thereof, with bone in","Hams, shoulders and cuts thereof, with bone in","Other products","Other products ","Other Imports","Other products ","KGM","30",122,"Consumption goods","IMPORT","Fatty Meat Products ","Processed Meats","Sausage, ham, bacon, salami, jerky, cold cuts, chicken nuggets, patties"
"86","02101900",21019,"NC","FR",0,2,"VAIR","2021 / C / 8123",2021-12-02,"IM / 4",4000,0,803753,"161824","BOUCHERIE TRAVERSO ","SOCALAIT 
",4,16.19,NA,"Other","JAMBON SERRANO BODEGA","17.21","16","0","Unpacked or ","17.21","KGM","FOB",32544,"9,765.00","6,345.00","0",0,0,0,3121,210,16,2021,"December",2,"AIR","I.Live animals: animal products","Food & Live Animals","FR","FR","FRANCE","EUROPE",4,"FRANCE","NC","NC","NEW CALEDONIA","OCEANIA",5,"NEW CALEDONIA","Other","Other","Other products","Other products ","Other Imports","Other products ","KGM","30",122,"Consumption goods","IMPORT","Fatty Meat Products ","Processed Meats","Sausage, ham, bacon, salami, jerky, cold cuts, chicken nuggets, patties"
"907","16010000",160100,"FJ","FJ",0,16,"SSEA","2021 / C / 1937",2021-12-20,"IM / 4",4000,0,103862,"103862","LO CHAN MOON
","GOODMAN FIELDER FIJI
",3,17.2,"MSG","Sausages and similar products, of meat, meat offal or blood; food preparations based on","SAUSAGES","5,400.00","5,400.00","0","Enclosure; ","5,400.00","KGM","FOB",1773801,"0","282,270.00","108,000.00",0,0,0,2049,1601,17,2021,"December",20,"SEA","IV.Prepared foodstuffs, beverages, spirits & tobacco","Food & Live Animals","FJ","FJ","FIJI","OCEANIA",5,"FIJI","FJ","FJ","FIJI","OCEANIA",5,"FIJI","Sausages and similar products, of meat, meat offal or blood; food preparations based on","Sausages and similar products, of meat, meat offal or blood; food preparations based on","Other products","Other products ","Other Imports","Other products ","KGM","20",122,"Consumption goods","IMPORT","Fatty Meat Products ","Processed Meats","Sausage, ham, bacon, salami, jerky, cold cuts, chicken nuggets, patties"
"908","16010000",160100,"AU","AU",0,16,"VSEA","2021 / C / 8100",2021-12-22,"IM / 4",4000,0,113577,"113577","AU BON MARCHE
","AUSTRALIAN EXPORT ",5,17.2,NA,"Sausages and similar products, of meat, meat offal or blood; food preparations based on","CURRIED SAUSAGES PKT","74.52","59","25","Cartons","59","KGM","FOB",38926,"7,785.00","7,185.00","1,180.00",0,0,0,12237,1601,17,2021,"December",22,"SEA","IV.Prepared foodstuffs, beverages, spirits & tobacco","Food & Live Animals","AU","AU","AUSTRALIA","OCEANIA",5,"AUSTRALIA","AU","AU","AUSTRALIA","OCEANIA",5,"AUSTRALIA","Sausages and similar products, of meat, meat offal or blood; food preparations based on","Sausages and similar products, of meat, meat offal or blood; food preparations based on","Other products","Other products ","Other Imports","Other products ","KGM","20",122,"Consumption goods","IMPORT","Fatty Meat Products ","Processed Meats","Sausage, ham, bacon, salami, jerky, cold cuts, chicken nuggets, patties"
"909","16010000",160100,"FJ","FJ",0,16,"VSEA","2021 / C / 7681",2021-12-06,"IM / 4",4000,0,113577,"113577","AU BON MARCHE
","GOODMAN FIELDER INT'L ",2,17.2,"MSG","Sausages and similar products, of meat, meat offal or blood; food preparations based on","CHICKEN SAUSAGES 500G","7,320.00","7,320.00","610","Cartons","7,320.00","KGM","FOB",2485070,"0","394,720.00","146,400.00",0,0,0,8884,1601,17,2021,"December",6,"SEA","IV.Prepared foodstuffs, beverages, spirits & tobacco","Food & Live Animals","FJ","FJ","FIJI","OCEANIA",5,"FIJI","FJ","FJ","FIJI","OCEANIA",5,"FIJI","Sausages and similar products, of meat, meat offal or blood; food preparations based on","Sausages and similar products, of meat, meat offal or blood; food preparations based on","Other products","Other products ","Other Imports","Other products ","KGM","20",122,"Consumption goods","IMPORT","Fatty Meat Products ","Processed Meats","Sausage, ham, bacon, salami, jerky, cold cuts, chicken nuggets, patties"
"910","16010000",160100,"NC","FR",0,16,"VAIR","2021 / C / 8123",2021-12-02,"IM / 4",4000,0,803753,"161824","BOUCHERIE TRAVERSO ","SOCALAIT 
",7,17.2,NA,"Sausages and similar products, of meat, meat offal or blood; food preparations based on","BOUDIN NOIR BRASSE S/V PUR PORC","18.54","18.54","0","Unpacked or ","17.34","KGM","FOB",35054,"7,010.00","6,360.00","345",0,0,0,3124,1601,17,2021,"December",2,"AIR","IV.Prepared foodstuffs, beverages, spirits & tobacco","Food & Live Animals","FR","FR","FRANCE","EUROPE",4,"FRANCE","NC","NC","NEW CALEDONIA","OCEANIA",5,"NEW CALEDONIA","Sausages and similar products, of meat, meat offal or blood; food preparations based on","Sausages and similar products, of meat, meat offal or blood; food preparations based on","Other products","Other products ","Other Imports","Other products ","KGM","20",122,"Consumption goods","IMPORT","Fatty Meat Products ","Processed Meats","Sausage, ham, bacon, salami, jerky, cold cuts, chicken nuggets, patties"
