"HS.Code","HS.Code_6","CE.CD","CO","SITC_1","HS.Code_2","Office","Reg.Ref","Reg..Date","Type","CP4","CP3","Declarant","Con_cod","Con...Exp.name","Shipper...Buyer.name","Itm..","SITC","PRF","Goods.Comm..Dsc.1","Goods.Comm..Dsc.","Wgt..Gross","Wgt..Net","Pkg..","Pkg..type","Supp.Qty","Supp","TOD","Stat..Value","IMD","VAT","IEX","DEX","EXD","OED","ITEM.INSURANCE","FREIGHT","RawDataRowID","HS.Code_4","SITC_3","Year","Month","Day","Mode.of.Transport","HS.Section","SITC.description","IMPORT.CTY.CD","CTY_Origin","IMPORT.COUNTRY","IMPORT.REGION","IMPORT.REG.","IMPORT.PARTNER.COUNTRIES","CTY_Dest","EXPORT.CTY.CD","EXPORT.COUNTRY","EXPORT.REGION","EXPORT.REG.","EXPORT.PARTNER.COUNTRIES","TAR_ALL","TAR_DSC","Principle.Exports","Principle.ReExports","Principle.Imports","Classifications.Combined","Unit.Qty","Import.Duty.Rate","X","X.1","BEC4","Description","CommodityType","Unhealthy.Focus.Food.Category","Food.sub.category","Product"
"18069000",180690,"AU","AU",0,18,"SSEA","2024 / C / 2360",NA,"IM / 4",4000,0,266664,"129635","DAMING STORE
","NATURALLY AUSTRALIAN ",36,73.9,NA,"Other","CHOCOLATES","16.73","16.73","0","Enclosure; ","288","NMB","CIF",23456,"4,690.00","4,220.00","0",0,"0",0,0,0,6812,1806,73,2024,"December",6,"SEA","IV.Prepared foodstuffs, beverages, spirits & tobacco","Food & Live Animals","AU","AU","AUSTRALIA","OCEANIA",5,"AUSTRALIA","AU","AU","AUSTRALIA","OCEANIA",5,"AUSTRALIA","Other","Other","Other products","Other products ","Other Imports","Other products ","NMB",20,NA,NA,122,"Consumption goods","IMPORT","Sweet snacks","Bakery products","Sweet biscuits, Cakes and pastries"
"18069000",180690,"AU","AU",0,18,"SSEAP","2024 / C / 163",NA,"PC / 4",4000,0,106944,NA,"SERAPHINE.T
","SERAPHINE.T
",1,73.9,NA,"Other","CHOCOLATE","2","2","1","Unpacked or ","1","NMB","FOB",7293,"1,460.00","1,315.00","0",0,"0",0,0,0,8842,1806,73,2024,"December",23,"SEA","IV.Prepared foodstuffs, beverages, spirits & tobacco","Food & Live Animals","AU","AU","AUSTRALIA","OCEANIA",5,"AUSTRALIA","AU","AU","AUSTRALIA","OCEANIA",5,"AUSTRALIA","Other","Other","Other products","Other products ","Other Imports","Other products ","NMB",20,NA,NA,122,"Consumption goods","IMPORT","Sweet snacks","Confectionary","Chocolate and sweets (chocolate and sugar based), Chewing gum"
"18069000",180690,"AU","AU",0,18,"SSEAP","2024 / C / 163",NA,"PC / 4",4000,0,106944,NA,"SERAPHINE.T
","SERAPHINE.T
",1,73.9,NA,"Other","CHOCOLATE","2","2","1","Unpacked or ","1","NMB","FOB",7293,"1,460.00","1,315.00","0",0,"0",0,0,0,8842,1806,73,2024,"December",23,"SEA","IV.Prepared foodstuffs, beverages, spirits & tobacco","Food & Live Animals","AU","AU","AUSTRALIA","OCEANIA",5,"AUSTRALIA","AU","AU","AUSTRALIA","OCEANIA",5,"AUSTRALIA","Other","Other","Other products","Other products ","Other Imports","Other products ","NMB",20,NA,NA,122,"Consumption goods","IMPORT","Sweet snacks","Bakery products","Sweet biscuits, Cakes and pastries"
"18069000",180690,"NZ","NZ",0,18,"SSEA","2024 / C / 2442",NA,"IM / 4",4000,0,103862,"103862","LO CHAN MOON
","WOOLWORTHS GROUP ",6,73.9,NA,"Other","CHOC DRINK/HAZELNUT SPREAD","139","139","0","Enclosure; ","140","NMB","FOB",49871,"9,975.00","8,975.00","0",0,"0",0,357,2959,3972,1806,73,2024,"December",16,"SEA","IV.Prepared foodstuffs, beverages, spirits & tobacco","Food & Live Animals","NZ","NZ","NEW ZEALAND","OCEANIA",5,"NEW ZEALAND","NZ","NZ","NEW ZEALAND","OCEANIA",5,"NEW ZEALAND","Other","Other","Other products","Other products ","Other Imports","Other products ","NMB",20,NA,NA,122,"Consumption goods","IMPORT","Sweet snacks","Confectionary","Chocolate and sweets (chocolate and sugar based), Chewing gum"
"18069000",180690,"NZ","NZ",0,18,"SSEA","2024 / C / 2442",NA,"IM / 4",4000,0,103862,"103862","LO CHAN MOON
","WOOLWORTHS GROUP ",6,73.9,NA,"Other","CHOC DRINK/HAZELNUT SPREAD","139","139","0","Enclosure; ","140","NMB","FOB",49871,"9,975.00","8,975.00","0",0,"0",0,357,2959,3972,1806,73,2024,"December",16,"SEA","IV.Prepared foodstuffs, beverages, spirits & tobacco","Food & Live Animals","NZ","NZ","NEW ZEALAND","OCEANIA",5,"NEW ZEALAND","NZ","NZ","NEW ZEALAND","OCEANIA",5,"NEW ZEALAND","Other","Other","Other products","Other products ","Other Imports","Other products ","NMB",20,NA,NA,122,"Consumption goods","IMPORT","Sweet snacks","Bakery products","Sweet biscuits, Cakes and pastries"
"18069000",180690,"NZ","NZ",0,18,"VSEA","2024 / C / 9743",NA,"IM / 4",4000,0,166070,"430223","DYNAMIC SUPPLY ","DSC NZ 
",33,73.9,NA,"Other","CHOCOLATE","750","75","0","Enclosure; ","75","NMB","FOB",500402,"100,080.00","90,070.00","0",0,"0",0,0,51678,1289,1806,73,2024,"December",31,"SEA","IV.Prepared foodstuffs, beverages, spirits & tobacco","Food & Live Animals","NZ","NZ","NEW ZEALAND","OCEANIA",5,"NEW ZEALAND","NZ","NZ","NEW ZEALAND","OCEANIA",5,"NEW ZEALAND","Other","Other","Other products","Other products ","Other Imports","Other products ","NMB",20,NA,NA,122,"Consumption goods","IMPORT","Sweet snacks","Confectionary","Chocolate and sweets (chocolate and sugar based), Chewing gum"
"18069000",180690,"NZ","NZ",0,18,"VSEA","2024 / C / 9743",NA,"IM / 4",4000,0,166070,"430223","DYNAMIC SUPPLY ","DSC NZ 
",33,73.9,NA,"Other","CHOCOLATE","750","75","0","Enclosure; ","75","NMB","FOB",500402,"100,080.00","90,070.00","0",0,"0",0,0,51678,1289,1806,73,2024,"December",31,"SEA","IV.Prepared foodstuffs, beverages, spirits & tobacco","Food & Live Animals","NZ","NZ","NEW ZEALAND","OCEANIA",5,"NEW ZEALAND","NZ","NZ","NEW ZEALAND","OCEANIA",5,"NEW ZEALAND","Other","Other","Other products","Other products ","Other Imports","Other products ","NMB",20,NA,NA,122,"Consumption goods","IMPORT","Sweet snacks","Bakery products","Sweet biscuits, Cakes and pastries"
"18069000",180690,"AU","AU",0,18,"SSEA","2024 / C / 2291",NA,"IM / 4",4000,0,103862,"103862","LO CHAN MOON
","HENRY CUMINES PTY. LTD
",16,73.9,NA,"Other","CONFECTIONERY","60","60","0","Enclosure; ","60","NMB","FOB",146501,"29,300.00","26,370.00","0",0,"0",0,1096,11085,2382,1806,73,2024,"December",3,"SEA","IV.Prepared foodstuffs, beverages, spirits & tobacco","Food & Live Animals","AU","AU","AUSTRALIA","OCEANIA",5,"AUSTRALIA","AU","AU","AUSTRALIA","OCEANIA",5,"AUSTRALIA","Other","Other","Other products","Other products ","Other Imports","Other products ","NMB",20,NA,NA,122,"Consumption goods","IMPORT","Sweet snacks","Confectionary","Chocolate and sweets (chocolate and sugar based), Chewing gum"
"18069000",180690,"AU","AU",0,18,"SSEA","2024 / C / 2291",NA,"IM / 4",4000,0,103862,"103862","LO CHAN MOON
","HENRY CUMINES PTY. LTD
",16,73.9,NA,"Other","CONFECTIONERY","60","60","0","Enclosure; ","60","NMB","FOB",146501,"29,300.00","26,370.00","0",0,"0",0,1096,11085,2382,1806,73,2024,"December",3,"SEA","IV.Prepared foodstuffs, beverages, spirits & tobacco","Food & Live Animals","AU","AU","AUSTRALIA","OCEANIA",5,"AUSTRALIA","AU","AU","AUSTRALIA","OCEANIA",5,"AUSTRALIA","Other","Other","Other products","Other products ","Other Imports","Other products ","NMB",20,NA,NA,122,"Consumption goods","IMPORT","Sweet snacks","Bakery products","Sweet biscuits, Cakes and pastries"
"18069000",180690,"ID","ID",0,18,"SSEA","2024 / C / 2437",NA,"IM / 4",4000,0,266664,"802611","SUNSHINE SHOPPING ","PT.SINARKARUNIA ",9,73.9,NA,"Other","CHOCOLATE","626.04","626.04","0","Enclosure; ","64,400.00","NMB","FOB",193002,"38,600.00","34,740.00","0",0,"0",0,0,30147,2116,1806,73,2024,"December",16,"SEA","IV.Prepared foodstuffs, beverages, spirits & tobacco","Food & Live Animals","ID","ID","INDONESIA","ASIA",3,"INDONESIA","ID","ID","INDONESIA","ASIA",3,"INDONESIA","Other","Other","Other products","Other products ","Other Imports","Other products ","NMB",20,NA,NA,122,"Consumption goods","IMPORT","Sweet snacks","Confectionary","Chocolate and sweets (chocolate and sugar based), Chewing gum"
"18069000",180690,"ID","ID",0,18,"SSEA","2024 / C / 2437",NA,"IM / 4",4000,0,266664,"802611","SUNSHINE SHOPPING ","PT.SINARKARUNIA ",9,73.9,NA,"Other","CHOCOLATE","626.04","626.04","0","Enclosure; ","64,400.00","NMB","FOB",193002,"38,600.00","34,740.00","0",0,"0",0,0,30147,2116,1806,73,2024,"December",16,"SEA","IV.Prepared foodstuffs, beverages, spirits & tobacco","Food & Live Animals","ID","ID","INDONESIA","ASIA",3,"INDONESIA","ID","ID","INDONESIA","ASIA",3,"INDONESIA","Other","Other","Other products","Other products ","Other Imports","Other products ","NMB",20,NA,NA,122,"Consumption goods","IMPORT","Sweet snacks","Bakery products","Sweet biscuits, Cakes and pastries"
"18069000",180690,"MY","MY",0,18,"SSEA","2024 / C / 2406",NA,"IM / 4",4000,0,266664,"129635","DAMING STORE
","WHS WHOLESALERS SDN ",9,73.9,NA,"Other","CHOCOLATE","621.18","621.18","0","Enclosure; ","4,140.00","NMB","CFR",230320,"46,065.00","41,460.00","0",0,"0",0,0,81012,1927,1806,73,2024,"December",12,"SEA","IV.Prepared foodstuffs, beverages, spirits & tobacco","Food & Live Animals","MY","MY","MALAYSIA","ASIA",3,"MALAYSIA","MY","MY","MALAYSIA","ASIA",3,"MALAYSIA","Other","Other","Other products","Other products ","Other Imports","Other products ","NMB",20,NA,NA,122,"Consumption goods","IMPORT","Sweet snacks","Confectionary","Chocolate and sweets (chocolate and sugar based), Chewing gum"
"18069000",180690,"MY","MY",0,18,"SSEA","2024 / C / 2406",NA,"IM / 4",4000,0,266664,"129635","DAMING STORE
","WHS WHOLESALERS SDN ",9,73.9,NA,"Other","CHOCOLATE","621.18","621.18","0","Enclosure; ","4,140.00","NMB","CFR",230320,"46,065.00","41,460.00","0",0,"0",0,0,81012,1927,1806,73,2024,"December",12,"SEA","IV.Prepared foodstuffs, beverages, spirits & tobacco","Food & Live Animals","MY","MY","MALAYSIA","ASIA",3,"MALAYSIA","MY","MY","MALAYSIA","ASIA",3,"MALAYSIA","Other","Other","Other products","Other products ","Other Imports","Other products ","NMB",20,NA,NA,122,"Consumption goods","IMPORT","Sweet snacks","Bakery products","Sweet biscuits, Cakes and pastries"
"18069000",180690,"PH","PH",0,18,"SSEA","2024 / C / 2337",NA,"IM / 4",4000,0,266664,"102919","C LO WHOLESALE & ","ALRAINE TRADING 
",2,73.9,NA,"Other","TOFIKO CHOCO CHRISP (CHOCOLATE)","40.65","40.65","0","Enclosure; ","1,200.00","NMB","FOB",76951,"15,390.00","13,850.00","0",0,"0",0,374,15784,3256,1806,73,2024,"December",4,"SEA","IV.Prepared foodstuffs, beverages, spirits & tobacco","Food & Live Animals","PH","PH","PHILIPPINES","ASIA",3,"PHILIPPINES","PH","PH","PHILIPPINES","ASIA",3,"PHILIPPINES","Other","Other","Other products","Other products ","Other Imports","Other products ","NMB",20,NA,NA,122,"Consumption goods","IMPORT","Sweet snacks","Confectionary","Chocolate and sweets (chocolate and sugar based), Chewing gum"
"18069000",180690,"PH","PH",0,18,"SSEA","2024 / C / 2337",NA,"IM / 4",4000,0,266664,"102919","C LO WHOLESALE & ","ALRAINE TRADING 
",2,73.9,NA,"Other","TOFIKO CHOCO CHRISP (CHOCOLATE)","40.65","40.65","0","Enclosure; ","1,200.00","NMB","FOB",76951,"15,390.00","13,850.00","0",0,"0",0,374,15784,3256,1806,73,2024,"December",4,"SEA","IV.Prepared foodstuffs, beverages, spirits & tobacco","Food & Live Animals","PH","PH","PHILIPPINES","ASIA",3,"PHILIPPINES","PH","PH","PHILIPPINES","ASIA",3,"PHILIPPINES","Other","Other","Other products","Other products ","Other Imports","Other products ","NMB",20,NA,NA,122,"Consumption goods","IMPORT","Sweet snacks","Bakery products","Sweet biscuits, Cakes and pastries"
"18069000",180690,"AU","AU",0,18,"SSEAP","2024 / C / 164",NA,"PC / 4",4000,0,106944,NA,"JORDINNA NASSE
","JORDINNA NASSE
",1,73.9,NA,"Other","CHOCOLATE","2","2","1","Unpacked or ","1","NMB","FOB",3528,"705","635","0",0,"0",0,0,0,9947,1806,73,2024,"December",23,"SEA","IV.Prepared foodstuffs, beverages, spirits & tobacco","Food & Live Animals","AU","AU","AUSTRALIA","OCEANIA",5,"AUSTRALIA","AU","AU","AUSTRALIA","OCEANIA",5,"AUSTRALIA","Other","Other","Other products","Other products ","Other Imports","Other products ","NMB",20,NA,NA,122,"Consumption goods","IMPORT","Sweet snacks","Confectionary","Chocolate and sweets (chocolate and sugar based), Chewing gum"
"18069000",180690,"AU","AU",0,18,"SSEAP","2024 / C / 164",NA,"PC / 4",4000,0,106944,NA,"JORDINNA NASSE
","JORDINNA NASSE
",1,73.9,NA,"Other","CHOCOLATE","2","2","1","Unpacked or ","1","NMB","FOB",3528,"705","635","0",0,"0",0,0,0,9947,1806,73,2024,"December",23,"SEA","IV.Prepared foodstuffs, beverages, spirits & tobacco","Food & Live Animals","AU","AU","AUSTRALIA","OCEANIA",5,"AUSTRALIA","AU","AU","AUSTRALIA","OCEANIA",5,"AUSTRALIA","Other","Other","Other products","Other products ","Other Imports","Other products ","NMB",20,NA,NA,122,"Consumption goods","IMPORT","Sweet snacks","Bakery products","Sweet biscuits, Cakes and pastries"
"18069000",180690,"GB","GB",0,18,"VAIR","2024 / C / 9980",NA,"IM / 4",4000,0,295585,"103006","HEALTHWISE PHARMACY
","KNOX PHARMACEUTICALS ",6,73.9,NA,"Other","CHOCOLATE","0.87","0.87","0","Enclosure; ","325","NMB","FOB",82917,"16,585.00","14,925.00","0",0,"0",0,763,26462,3149,1806,73,2024,"December",5,"AIR","IV.Prepared foodstuffs, beverages, spirits & tobacco","Food & Live Animals","GB","GB","UNITED KINGDOM","EUROPE",4,"UNITED KINGDOM","GB","GB","UNITED KINGDOM","EUROPE",4,"UNITED KINGDOM","Other","Other","Other products","Other products ","Other Imports","Other products ","NMB",20,NA,NA,122,"Consumption goods","IMPORT","Sweet snacks","Confectionary","Chocolate and sweets (chocolate and sugar based), Chewing gum"
"18069000",180690,"GB","GB",0,18,"VAIR","2024 / C / 9980",NA,"IM / 4",4000,0,295585,"103006","HEALTHWISE PHARMACY
","KNOX PHARMACEUTICALS ",6,73.9,NA,"Other","CHOCOLATE","0.87","0.87","0","Enclosure; ","325","NMB","FOB",82917,"16,585.00","14,925.00","0",0,"0",0,763,26462,3149,1806,73,2024,"December",5,"AIR","IV.Prepared foodstuffs, beverages, spirits & tobacco","Food & Live Animals","GB","GB","UNITED KINGDOM","EUROPE",4,"UNITED KINGDOM","GB","GB","UNITED KINGDOM","EUROPE",4,"UNITED KINGDOM","Other","Other","Other products","Other products ","Other Imports","Other products ","NMB",20,NA,NA,122,"Consumption goods","IMPORT","Sweet snacks","Bakery products","Sweet biscuits, Cakes and pastries"
"18069000",180690,"AU","AU",0,18,"SSEAP","2024 / C / 160",NA,"PC / 4",4000,0,106944,NA,"ROSINA GARAE
","ROSINA GARAE
",1,73.9,NA,"Other","CHOCOLATE","2","2","1","Unpacked or ","1","NMB","FOB",784,"155","140","0",0,"0",0,0,0,11454,1806,73,2024,"December",23,"SEA","IV.Prepared foodstuffs, beverages, spirits & tobacco","Food & Live Animals","AU","AU","AUSTRALIA","OCEANIA",5,"AUSTRALIA","AU","AU","AUSTRALIA","OCEANIA",5,"AUSTRALIA","Other","Other","Other products","Other products ","Other Imports","Other products ","NMB",20,NA,NA,122,"Consumption goods","IMPORT","Sweet snacks","Confectionary","Chocolate and sweets (chocolate and sugar based), Chewing gum"
"18069000",180690,"AU","AU",0,18,"SSEAP","2024 / C / 160",NA,"PC / 4",4000,0,106944,NA,"ROSINA GARAE
","ROSINA GARAE
",1,73.9,NA,"Other","CHOCOLATE","2","2","1","Unpacked or ","1","NMB","FOB",784,"155","140","0",0,"0",0,0,0,11454,1806,73,2024,"December",23,"SEA","IV.Prepared foodstuffs, beverages, spirits & tobacco","Food & Live Animals","AU","AU","AUSTRALIA","OCEANIA",5,"AUSTRALIA","AU","AU","AUSTRALIA","OCEANIA",5,"AUSTRALIA","Other","Other","Other products","Other products ","Other Imports","Other products ","NMB",20,NA,NA,122,"Consumption goods","IMPORT","Sweet snacks","Bakery products","Sweet biscuits, Cakes and pastries"
"18069000",180690,"NZ","NZ",0,18,"SSEA","2024 / C / 2441",NA,"IM / 4",4000,0,103862,"103862","LO CHAN MOON
","HENRY CUMINES NZ. LTD.
",3,73.9,NA,"Other","NUT BAR","31","31","0","Enclosure; ","120","NMB","FOB",25371,"5,075.00","4,565.00","0",0,"0",0,180,1495,6669,1806,73,2024,"December",16,"SEA","IV.Prepared foodstuffs, beverages, spirits & tobacco","Food & Live Animals","NZ","NZ","NEW ZEALAND","OCEANIA",5,"NEW ZEALAND","NZ","NZ","NEW ZEALAND","OCEANIA",5,"NEW ZEALAND","Other","Other","Other products","Other products ","Other Imports","Other products ","NMB",20,NA,NA,122,"Consumption goods","IMPORT","Sweet snacks","Confectionary","Chocolate and sweets (chocolate and sugar based), Chewing gum"
"18069000",180690,"NZ","NZ",0,18,"SSEA","2024 / C / 2441",NA,"IM / 4",4000,0,103862,"103862","LO CHAN MOON
","HENRY CUMINES NZ. LTD.
",3,73.9,NA,"Other","NUT BAR","31","31","0","Enclosure; ","120","NMB","FOB",25371,"5,075.00","4,565.00","0",0,"0",0,180,1495,6669,1806,73,2024,"December",16,"SEA","IV.Prepared foodstuffs, beverages, spirits & tobacco","Food & Live Animals","NZ","NZ","NEW ZEALAND","OCEANIA",5,"NEW ZEALAND","NZ","NZ","NEW ZEALAND","OCEANIA",5,"NEW ZEALAND","Other","Other","Other products","Other products ","Other Imports","Other products ","NMB",20,NA,NA,122,"Consumption goods","IMPORT","Sweet snacks","Bakery products","Sweet biscuits, Cakes and pastries"
"18069000",180690,"FJ","FJ",0,18,"SSEA","2024 / C / 2354",NA,"IM / 4",4000,0,103862,"103862","LO CHAN MOON
","CJ PATEL PACIFIC
",1,73.9,NA,"Other","MILO CEREALS/CHOC DRINK","592.34","592.34","776","Various, ie. ","2,130.00","NMB","FOB",359750,"71,950.00","64,755.00","0",0,"0",0,0,16829,1501,1806,73,2024,"December",5,"SEA","IV.Prepared foodstuffs, beverages, spirits & tobacco","Food & Live Animals","FJ","FJ","FIJI","OCEANIA",5,"FIJI","FJ","FJ","FIJI","OCEANIA",5,"FIJI","Other","Other","Other products","Other products ","Other Imports","Other products ","NMB",20,NA,NA,122,"Consumption goods","IMPORT","Sweet snacks","Confectionary","Chocolate and sweets (chocolate and sugar based), Chewing gum"
"18069000",180690,"FJ","FJ",0,18,"SSEA","2024 / C / 2354",NA,"IM / 4",4000,0,103862,"103862","LO CHAN MOON
","CJ PATEL PACIFIC
",1,73.9,NA,"Other","MILO CEREALS/CHOC DRINK","592.34","592.34","776","Various, ie. ","2,130.00","NMB","FOB",359750,"71,950.00","64,755.00","0",0,"0",0,0,16829,1501,1806,73,2024,"December",5,"SEA","IV.Prepared foodstuffs, beverages, spirits & tobacco","Food & Live Animals","FJ","FJ","FIJI","OCEANIA",5,"FIJI","FJ","FJ","FIJI","OCEANIA",5,"FIJI","Other","Other","Other products","Other products ","Other Imports","Other products ","NMB",20,NA,NA,122,"Consumption goods","IMPORT","Sweet snacks","Bakery products","Sweet biscuits, Cakes and pastries"
"18069000",180690,"NZ","NZ",0,18,"VSEA","2024 / C / 9549",NA,"IM / 4",4000,0,803753,"161824","BOUCHERIE TRAVERSO ","FRESHA EXPORT LTD
",2,73.9,NA,"Other","TASTI NUT BAR DARK CHOCO","561.68","561.68","0","Pallets","100","NMB","FOB",741092,"148,220.00","133,395.00","0",0,"0",0,0,132432,1056,1806,73,2024,"December",17,"SEA","IV.Prepared foodstuffs, beverages, spirits & tobacco","Food & Live Animals","NZ","NZ","NEW ZEALAND","OCEANIA",5,"NEW ZEALAND","NZ","NZ","NEW ZEALAND","OCEANIA",5,"NEW ZEALAND","Other","Other","Other products","Other products ","Other Imports","Other products ","NMB",20,NA,NA,122,"Consumption goods","IMPORT","Sweet snacks","Confectionary","Chocolate and sweets (chocolate and sugar based), Chewing gum"
"18069000",180690,"NZ","NZ",0,18,"VSEA","2024 / C / 9549",NA,"IM / 4",4000,0,803753,"161824","BOUCHERIE TRAVERSO ","FRESHA EXPORT LTD
",2,73.9,NA,"Other","TASTI NUT BAR DARK CHOCO","561.68","561.68","0","Pallets","100","NMB","FOB",741092,"148,220.00","133,395.00","0",0,"0",0,0,132432,1056,1806,73,2024,"December",17,"SEA","IV.Prepared foodstuffs, beverages, spirits & tobacco","Food & Live Animals","NZ","NZ","NEW ZEALAND","OCEANIA",5,"NEW ZEALAND","NZ","NZ","NEW ZEALAND","OCEANIA",5,"NEW ZEALAND","Other","Other","Other products","Other products ","Other Imports","Other products ","NMB",20,NA,NA,122,"Consumption goods","IMPORT","Sweet snacks","Bakery products","Sweet biscuits, Cakes and pastries"
"18069000",180690,"PH","PH",0,18,"SSEA","2024 / C / 2278",NA,"IM / 4",4000,0,266664,"802611","SUNSHINE SHOPPING ","MCDEAL MARKETING ",4,73.9,NA,"Other","CHOCOLATE","233.11","233.11","0","Enclosure; ","1,190.00","NMB","FOB",53055,"10,610.00","9,550.00","0",0,"0",0,0,18021,3878,1806,73,2024,"December",2,"SEA","IV.Prepared foodstuffs, beverages, spirits & tobacco","Food & Live Animals","PH","PH","PHILIPPINES","ASIA",3,"PHILIPPINES","PH","PH","PHILIPPINES","ASIA",3,"PHILIPPINES","Other","Other","Other products","Other products ","Other Imports","Other products ","NMB",20,NA,NA,122,"Consumption goods","IMPORT","Sweet snacks","Confectionary","Chocolate and sweets (chocolate and sugar based), Chewing gum"
"18069000",180690,"PH","PH",0,18,"SSEA","2024 / C / 2278",NA,"IM / 4",4000,0,266664,"802611","SUNSHINE SHOPPING ","MCDEAL MARKETING ",4,73.9,NA,"Other","CHOCOLATE","233.11","233.11","0","Enclosure; ","1,190.00","NMB","FOB",53055,"10,610.00","9,550.00","0",0,"0",0,0,18021,3878,1806,73,2024,"December",2,"SEA","IV.Prepared foodstuffs, beverages, spirits & tobacco","Food & Live Animals","PH","PH","PHILIPPINES","ASIA",3,"PHILIPPINES","PH","PH","PHILIPPINES","ASIA",3,"PHILIPPINES","Other","Other","Other products","Other products ","Other Imports","Other products ","NMB",20,NA,NA,122,"Consumption goods","IMPORT","Sweet snacks","Bakery products","Sweet biscuits, Cakes and pastries"
"18069000",180690,"AU","AU",0,18,"VSEA","2024 / C / 9420",NA,"IM / 4",4000,0,113577,"113577","AU BON MARCHE
","SPX TRADERS PTY LIMITED
",3,73.9,NA,"Other","NUTELLA 15G-750G","1,820.97","1,820.97","130","Cartons","130","NMB","FOB",753628,"150,725.00","135,655.00","0",0,"0",0,1317,86141,1042,1806,73,2024,"December",13,"SEA","IV.Prepared foodstuffs, beverages, spirits & tobacco","Food & Live Animals","AU","AU","AUSTRALIA","OCEANIA",5,"AUSTRALIA","AU","AU","AUSTRALIA","OCEANIA",5,"AUSTRALIA","Other","Other","Other products","Other products ","Other Imports","Other products ","NMB",20,NA,NA,122,"Consumption goods","IMPORT","Sweet snacks","Confectionary","Chocolate and sweets (chocolate and sugar based), Chewing gum"
"18069000",180690,"AU","AU",0,18,"VSEA","2024 / C / 9420",NA,"IM / 4",4000,0,113577,"113577","AU BON MARCHE
","SPX TRADERS PTY LIMITED
",3,73.9,NA,"Other","NUTELLA 15G-750G","1,820.97","1,820.97","130","Cartons","130","NMB","FOB",753628,"150,725.00","135,655.00","0",0,"0",0,1317,86141,1042,1806,73,2024,"December",13,"SEA","IV.Prepared foodstuffs, beverages, spirits & tobacco","Food & Live Animals","AU","AU","AUSTRALIA","OCEANIA",5,"AUSTRALIA","AU","AU","AUSTRALIA","OCEANIA",5,"AUSTRALIA","Other","Other","Other products","Other products ","Other Imports","Other products ","NMB",20,NA,NA,122,"Consumption goods","IMPORT","Sweet snacks","Bakery products","Sweet biscuits, Cakes and pastries"
"18069000",180690,"ID","ID",0,18,"SSEA","2024 / C / 2407",NA,"IM / 4",4000,0,105091,"105091","LO SIN CHIAO
","HENRY CUMMINES PTY, LTD
",5,73.9,NA,"Other","CHOCOLATE","430","384","80","Cartons","14,400.00","NMB","FOB",106857,"21,370.00","19,235.00","0",0,"0",0,0,19996,2803,1806,73,2024,"December",12,"SEA","IV.Prepared foodstuffs, beverages, spirits & tobacco","Food & Live Animals","ID","ID","INDONESIA","ASIA",3,"INDONESIA","ID","ID","INDONESIA","ASIA",3,"INDONESIA","Other","Other","Other products","Other products ","Other Imports","Other products ","NMB",20,NA,NA,122,"Consumption goods","IMPORT","Sweet snacks","Confectionary","Chocolate and sweets (chocolate and sugar based), Chewing gum"
"18069000",180690,"ID","ID",0,18,"SSEA","2024 / C / 2407",NA,"IM / 4",4000,0,105091,"105091","LO SIN CHIAO
","HENRY CUMMINES PTY, LTD
",5,73.9,NA,"Other","CHOCOLATE","430","384","80","Cartons","14,400.00","NMB","FOB",106857,"21,370.00","19,235.00","0",0,"0",0,0,19996,2803,1806,73,2024,"December",12,"SEA","IV.Prepared foodstuffs, beverages, spirits & tobacco","Food & Live Animals","ID","ID","INDONESIA","ASIA",3,"INDONESIA","ID","ID","INDONESIA","ASIA",3,"INDONESIA","Other","Other","Other products","Other products ","Other Imports","Other products ","NMB",20,NA,NA,122,"Consumption goods","IMPORT","Sweet snacks","Bakery products","Sweet biscuits, Cakes and pastries"
"18069000",180690,"GB","GB",0,18,"VAIR","2024 / C / 10120",NA,"IM / 4",4000,38,295585,"103006","HEALTHWISE PHARMACY
","KNOX PHARMACEUTICALS ",6,73.9,NA,"Other","CHOCOLATE","12.67","12.67","0","Enclosure; ","325","NMB","FOB",82917,"0","0","0",0,"0",0,763,26462,3150,1806,73,2024,"December",10,"AIR","IV.Prepared foodstuffs, beverages, spirits & tobacco","Food & Live Animals","GB","GB","UNITED KINGDOM","EUROPE",4,"UNITED KINGDOM","GB","GB","UNITED KINGDOM","EUROPE",4,"UNITED KINGDOM","Other","Other","Other products","Other products ","Other Imports","Other products ","NMB",20,NA,NA,122,"Consumption goods","IMPORT","Sweet snacks","Confectionary","Chocolate and sweets (chocolate and sugar based), Chewing gum"
"18069000",180690,"GB","GB",0,18,"VAIR","2024 / C / 10120",NA,"IM / 4",4000,38,295585,"103006","HEALTHWISE PHARMACY
","KNOX PHARMACEUTICALS ",6,73.9,NA,"Other","CHOCOLATE","12.67","12.67","0","Enclosure; ","325","NMB","FOB",82917,"0","0","0",0,"0",0,763,26462,3150,1806,73,2024,"December",10,"AIR","IV.Prepared foodstuffs, beverages, spirits & tobacco","Food & Live Animals","GB","GB","UNITED KINGDOM","EUROPE",4,"UNITED KINGDOM","GB","GB","UNITED KINGDOM","EUROPE",4,"UNITED KINGDOM","Other","Other","Other products","Other products ","Other Imports","Other products ","NMB",20,NA,NA,122,"Consumption goods","IMPORT","Sweet snacks","Bakery products","Sweet biscuits, Cakes and pastries"
