"","Fiji.Exports","Fiji.Imports","Fiji.Balance","Papa.New.Guinea.Exports","Papa.New.Guinea.Imports","Papa.New.Guinea.Balance","Solomon.Island.Exports","Solomon.Island.Imports","Solomon.Island.Balance"
"1",79171781,326576988,-247405207,2359923,40404001,-38044078,373293,23373559,-23000266
