"","Meat and edible offal of poultry","Fish and crustaceans, molluscs and other aquatic invertebrates","Milk and Cream","Rice","Wheat or meslin flour","Other prepared or preserved meat, meat offal or blood","Prepared or preserved fish","Sugar","Pasta, whether cooked or stuffed or otherwise prepared, such as spaghetti, macaroni, noodles, lasagne, gnocchi, ravioli, cannelloni; couscous","Prepared foods obtained by the swelling or roasting of cereals or cereal products eg corn flakes; cereals (excl maize) in grain or flakes","Bread, pastry, cakes, biscuits and other bakers' wares","Non-alcoholic drinks including mineral water","Alcoholic drinks","Preparations of a kind used in animal feeding","Cigars, cheroots, cigarillos and cigarettes, of tobacco or of tobacco substitutes","Portland cement, aluminous cement, slag cement, supersulphate cement and similar hydraulic cements","Petroleum oils and oils obtained from bituminous minerals","Petroleum gases and other gaseous hydrocarbons","Medicaments","Perfumes, make-up preparations and preparations for the care of the skin (excl medicaments) and products for hair","Tubes, pipes and hoses, and fittings therefor (for example, joints, elbows, flanges), of plastics","Articles for the conveyance or packing of goods; stoppers, lids, caps and other closures, of plastics","New pneumatic tires, of rubber","Wood sawn or chipped lengthwise, sliced or peeled, whether or not planed, sanded or end-jointed","Toilet paper and similar paper","Printed books, brochures, leaflets and similar printed matter","Articles of apparel and clothing accessories","Other made up textile articles; sets; worn clothing and worn textile articles; rags","Footwear, gaiters and the like; parts of such articles","Iron and steel","Articles of iron or steel","Aluminium and articles thereof","Spark-ignition reciprocating or rotary internal combustion piston engines and compression-ignition internal combustion piston engines (diesel or semi-diesel engines)","Refrigerators, freezers and other refrigerating or freezing equipment, electric or other; heat pumps other than air conditioning machines","Centrifuges, including centrifugal dryers; filtering or purifying machinery and apparatus, for liquids or gases","Self-propelled bulldozers, angledozers, graders, levellers, scrapers, mechanical shovels, excavators, shovel loaders, tamping machines and road rollers","Automatic data processing machines; magnetic or optical readers, machines for transcribing data onto data media in coded form and machines for processing such data","Electric generating sets and rotary converters","Telephone sets, including telephones for cellular networks or for other wireless networks","Insulated wire, cable and other insulated electric conductors, whether or not fitted with connectors; optical fibre cables, made up of individually sheathed fibres, whether or not assembled with electric conductors or fitted with connectors","Motor vehicles for the transport of passengers","Motor vehicles for the transport of goods","Parts of aircraft","Yachts and other vessels for pleasure or sports; rowing boats and canoes","Other furniture and parts thereof","Personal and household effects","Other Imports","Total"
"1",40676190,16198503,7505362,59779661,23557182,391627,28441581,9266793,14358080,10027051,32322114,1519714,44000453,3760315,41872928,58844229,786759764,0,48486145,18024701,15377125,15486550,16703969,134088,8964727,10486051,57486566,22163692,24318702,59906475,122336865,16319713,25992456,32167243,5950150,2758575,37283160,4515166,143760488,8981141,86132507,196723564,438248,401804,8296371,0,883598644,3052476433
