"","Fiji.Exports","Fiji.Imports","Fiji.Balance","Papa.New.Guinea.Exports","Papa.New.Guinea.Imports","Papa.New.Guinea.Balance","Solomon.Island.Exports","Solomon.Island.Imports","Solomon.Island.Balance"
"1",62061289,48718953,13342336,18220518,51840089,-33619571,1638000,15787851,-14149851
