HS.Code_6,BEC4,Description
720712,22,intermediate goods
720719,22,intermediate goods
720720,22,intermediate goods
720810,22,intermediate goods
720825,22,intermediate goods
720826,22,intermediate goods
720827,22,intermediate goods
720836,22,intermediate goods
720837,22,intermediate goods
720838,22,intermediate goods
720839,22,intermediate goods
720840,22,intermediate goods
720851,22,intermediate goods
720852,22,intermediate goods
720853,22,intermediate goods
720854,22,intermediate goods
720890,22,intermediate goods
720915,22,intermediate goods
720916,22,intermediate goods
720917,22,intermediate goods
720918,22,intermediate goods
720925,22,intermediate goods
720926,22,intermediate goods
720927,22,intermediate goods
720928,22,intermediate goods
720990,22,intermediate goods
721011,22,intermediate goods
721012,22,intermediate goods
721020,22,intermediate goods
721030,22,intermediate goods
721041,22,intermediate goods
721049,22,intermediate goods
721050,22,intermediate goods
721061,22,intermediate goods
721069,22,intermediate goods
721070,22,intermediate goods
721090,22,intermediate goods
721113,22,intermediate goods
721114,22,intermediate goods
721119,22,intermediate goods
721123,22,intermediate goods
721129,22,intermediate goods
721190,22,intermediate goods
721210,22,intermediate goods
721220,22,intermediate goods
721230,22,intermediate goods
721240,22,intermediate goods
721250,22,intermediate goods
721260,22,intermediate goods
721310,22,intermediate goods
721320,22,intermediate goods
721391,22,intermediate goods
721399,22,intermediate goods
721410,22,intermediate goods
721420,22,intermediate goods
721430,22,intermediate goods
721491,22,intermediate goods
721499,22,intermediate goods
721510,22,intermediate goods
721550,22,intermediate goods
721590,22,intermediate goods
721610,22,intermediate goods
721621,22,intermediate goods
721622,22,intermediate goods
721631,22,intermediate goods
721632,22,intermediate goods
721633,22,intermediate goods
721640,22,intermediate goods
721650,22,intermediate goods
721661,22,intermediate goods
721669,22,intermediate goods
721691,22,intermediate goods
721699,22,intermediate goods
721710,22,intermediate goods
721720,22,intermediate goods
721730,22,intermediate goods
721790,22,intermediate goods
721810,22,intermediate goods
721891,22,intermediate goods
721899,22,intermediate goods
721911,22,intermediate goods
721912,22,intermediate goods
721913,22,intermediate goods
721914,22,intermediate goods
721921,22,intermediate goods
721922,22,intermediate goods
721923,22,intermediate goods
721924,22,intermediate goods
721931,22,intermediate goods
721932,22,intermediate goods
721933,22,intermediate goods
721934,22,intermediate goods
721935,22,intermediate goods
721990,22,intermediate goods
722011,22,intermediate goods
722012,22,intermediate goods
722020,22,intermediate goods
722090,22,intermediate goods
722100,22,intermediate goods
722211,22,intermediate goods
722219,22,intermediate goods
722220,22,intermediate goods
722230,22,intermediate goods
722240,22,intermediate goods
722300,22,intermediate goods
722410,22,intermediate goods
722490,22,intermediate goods
722511,22,intermediate goods
722519,22,intermediate goods
722530,22,intermediate goods
722540,22,intermediate goods
722550,22,intermediate goods
722591,22,intermediate goods
722592,22,intermediate goods
722599,22,intermediate goods
722611,22,intermediate goods
722619,22,intermediate goods
722620,22,intermediate goods
722691,22,intermediate goods
722692,22,intermediate goods
722699,22,intermediate goods
722710,22,intermediate goods
722720,22,intermediate goods
722790,22,intermediate goods
722810,22,intermediate goods
722820,22,intermediate goods
722830,22,intermediate goods
722840,22,intermediate goods
722850,22,intermediate goods
722860,22,intermediate goods
722870,22,intermediate goods
722880,22,intermediate goods
722920,22,intermediate goods
722990,22,intermediate goods
730110,22,intermediate goods
730120,22,intermediate goods
730210,22,intermediate goods
730230,22,intermediate goods
730240,22,intermediate goods
730290,22,intermediate goods
730300,22,intermediate goods
730411,22,intermediate goods
730419,22,intermediate goods
730422,22,intermediate goods
730423,22,intermediate goods
730424,22,intermediate goods
730429,22,intermediate goods
730431,22,intermediate goods
730439,22,intermediate goods
730441,22,intermediate goods
730449,22,intermediate goods
730451,22,intermediate goods
730459,22,intermediate goods
730490,22,intermediate goods
730511,22,intermediate goods
730512,22,intermediate goods
730519,22,intermediate goods
730520,22,intermediate goods
730531,22,intermediate goods
730539,22,intermediate goods
730590,22,intermediate goods
730611,22,intermediate goods
730619,22,intermediate goods
730621,22,intermediate goods
730629,22,intermediate goods
730630,22,intermediate goods
730640,22,intermediate goods
730650,22,intermediate goods
730661,22,intermediate goods
730669,22,intermediate goods
730690,22,intermediate goods
730711,22,intermediate goods
730719,22,intermediate goods
730721,22,intermediate goods
730722,22,intermediate goods
730723,22,intermediate goods
730729,22,intermediate goods
730791,22,intermediate goods
730792,22,intermediate goods
730793,22,intermediate goods
730799,22,intermediate goods
730810,22,intermediate goods
730820,22,intermediate goods
730830,22,intermediate goods
730840,22,intermediate goods
730890,22,intermediate goods
730900,41,capital goods
731010,41,capital goods
731021,41,capital goods
731029,41,capital goods
731100,41,capital goods
731210,22,intermediate goods
731290,22,intermediate goods
731300,22,intermediate goods
731412,22,intermediate goods
731414,22,intermediate goods
731419,22,intermediate goods
731420,22,intermediate goods
731431,22,intermediate goods
731439,22,intermediate goods
731441,22,intermediate goods
731442,22,intermediate goods
731449,22,intermediate goods
731450,22,intermediate goods
731511,22,intermediate goods
731512,22,intermediate goods
731519,22,intermediate goods
731520,22,intermediate goods
731581,22,intermediate goods
731582,22,intermediate goods
731589,22,intermediate goods
731590,22,intermediate goods
731600,53,intermediate goods
731700,22,intermediate goods
731811,22,intermediate goods
731812,22,intermediate goods
731813,22,intermediate goods
731814,22,intermediate goods
731815,22,intermediate goods
731816,22,intermediate goods
731819,22,intermediate goods
731821,22,intermediate goods
731822,22,intermediate goods
731823,22,intermediate goods
731824,22,intermediate goods
731829,22,intermediate goods
731940,63,Consumption goods
731990,63,Consumption goods
732010,22,intermediate goods
732020,22,intermediate goods
732090,22,intermediate goods
732111,61,Consumption goods
732112,61,Consumption goods
732119,61,Consumption goods
732181,61,Consumption goods
732182,61,Consumption goods
732189,61,Consumption goods
732190,22,intermediate goods
732211,41,capital goods
732219,41,capital goods
732290,41,capital goods
732310,62,Consumption goods
732391,62,Consumption goods
732392,62,Consumption goods
732393,62,Consumption goods
732394,62,Consumption goods
732399,62,Consumption goods
732410,22,intermediate goods
732421,22,intermediate goods
732429,22,intermediate goods
732490,22,intermediate goods
732510,22,intermediate goods
732591,22,intermediate goods
732599,22,intermediate goods
732611,22,intermediate goods
732619,22,intermediate goods
732620,22,intermediate goods
732690,22,intermediate goods
740100,22,intermediate goods
740200,22,intermediate goods
740311,22,intermediate goods
740312,22,intermediate goods
740313,22,intermediate goods
740319,22,intermediate goods
740321,22,intermediate goods
740322,22,intermediate goods
740329,22,intermediate goods
740400,21,intermediate goods
740500,22,intermediate goods
740610,22,intermediate goods
740620,22,intermediate goods
740710,22,intermediate goods
740721,22,intermediate goods
740729,22,intermediate goods
740811,22,intermediate goods
740819,22,intermediate goods
740821,22,intermediate goods
740822,22,intermediate goods
740829,22,intermediate goods
740911,22,intermediate goods
740919,22,intermediate goods
740921,22,intermediate goods
740929,22,intermediate goods
740931,22,intermediate goods
740939,22,intermediate goods
740940,22,intermediate goods
740990,22,intermediate goods
741011,22,intermediate goods
741012,22,intermediate goods
741021,22,intermediate goods
741022,22,intermediate goods
741110,22,intermediate goods
741121,22,intermediate goods
741122,22,intermediate goods
741129,22,intermediate goods
741210,22,intermediate goods
741220,22,intermediate goods
741300,22,intermediate goods
741510,22,intermediate goods
741521,22,intermediate goods
741529,22,intermediate goods
741533,22,intermediate goods
741539,22,intermediate goods
741810,62,Consumption goods
741820,22,intermediate goods
741910,22,intermediate goods
741991,22,intermediate goods
741999,22,intermediate goods
750110,22,intermediate goods
750120,22,intermediate goods
750210,22,intermediate goods
750220,22,intermediate goods
750300,21,intermediate goods
750400,22,intermediate goods
750511,22,intermediate goods
750512,22,intermediate goods
750521,22,intermediate goods
750522,22,intermediate goods
750610,22,intermediate goods
750620,22,intermediate goods
750711,22,intermediate goods
750712,22,intermediate goods
750720,22,intermediate goods
750810,22,intermediate goods
750890,22,intermediate goods
760110,22,intermediate goods
760120,22,intermediate goods
760200,21,intermediate goods
760310,22,intermediate goods
760320,22,intermediate goods
760410,22,intermediate goods
760421,22,intermediate goods
760429,22,intermediate goods
760511,22,intermediate goods
760519,22,intermediate goods
760521,22,intermediate goods
760529,22,intermediate goods
760611,22,intermediate goods
760612,22,intermediate goods
760691,22,intermediate goods
760692,22,intermediate goods
760711,22,intermediate goods
760719,22,intermediate goods
760720,22,intermediate goods
760810,22,intermediate goods
760820,22,intermediate goods
760900,22,intermediate goods
761010,22,intermediate goods
761090,22,intermediate goods
761100,41,capital goods
761210,41,capital goods
761290,41,capital goods
761300,41,capital goods
761410,22,intermediate goods
761490,22,intermediate goods
761510,62,Consumption goods
761520,22,intermediate goods
761610,22,intermediate goods
761691,22,intermediate goods
761699,22,intermediate goods
780110,22,intermediate goods
780191,22,intermediate goods
780199,22,intermediate goods
780200,21,intermediate goods
780411,22,intermediate goods
780419,22,intermediate goods
780420,22,intermediate goods
780600,22,intermediate goods
790111,22,intermediate goods
790112,22,intermediate goods
790120,22,intermediate goods
790200,21,intermediate goods
790310,22,intermediate goods
790390,22,intermediate goods
790400,22,intermediate goods
790500,22,intermediate goods
790700,22,intermediate goods
800110,22,intermediate goods
800120,22,intermediate goods
800200,21,intermediate goods
800300,22,intermediate goods
800700,22,intermediate goods
810110,22,intermediate goods
810194,22,intermediate goods
810196,22,intermediate goods
810197,21,intermediate goods
810199,22,intermediate goods
810210,22,intermediate goods
810294,22,intermediate goods
810295,22,intermediate goods
810296,22,intermediate goods
810297,21,intermediate goods
810299,22,intermediate goods
810320,22,intermediate goods
810330,21,intermediate goods
810390,22,intermediate goods
810411,22,intermediate goods
810419,22,intermediate goods
810420,21,intermediate goods
810430,22,intermediate goods
810490,22,intermediate goods
810520,22,intermediate goods
810530,21,intermediate goods
810590,22,intermediate goods
810600,22,intermediate goods
810720,22,intermediate goods
810730,21,intermediate goods
810790,22,intermediate goods
810820,22,intermediate goods
810830,21,intermediate goods
810890,22,intermediate goods
810920,22,intermediate goods
810930,21,intermediate goods
810990,22,intermediate goods
811010,22,intermediate goods
811020,21,intermediate goods
811090,22,intermediate goods
811100,22,intermediate goods
811212,22,intermediate goods
811213,21,intermediate goods
811219,22,intermediate goods
811221,22,intermediate goods
811222,21,intermediate goods
811229,22,intermediate goods
811251,22,intermediate goods
811252,21,intermediate goods
811259,22,intermediate goods
811292,22,intermediate goods
811299,22,intermediate goods
811300,22,intermediate goods
820110,41,capital goods
820130,41,capital goods
820140,41,capital goods
820150,41,capital goods
820160,41,capital goods
820190,41,capital goods
820210,41,capital goods
820220,42,intermediate goods
820231,42,intermediate goods
820239,42,intermediate goods
820240,42,intermediate goods
820291,42,intermediate goods
820299,42,intermediate goods
820310,41,capital goods
820320,41,capital goods
820330,41,capital goods
820340,41,capital goods
820411,41,capital goods
820412,41,capital goods
820420,41,capital goods
820510,41,capital goods
820520,41,capital goods
820530,41,capital goods
820540,41,capital goods
820551,62,Consumption goods
820559,41,capital goods
820560,41,capital goods
820570,41,capital goods
820590,41,capital goods
820600,41,capital goods
820713,42,intermediate goods
820719,42,intermediate goods
820720,42,intermediate goods
820730,42,intermediate goods
820740,42,intermediate goods
820750,42,intermediate goods
820760,42,intermediate goods
820770,42,intermediate goods
820780,42,intermediate goods
820790,42,intermediate goods
820810,42,intermediate goods
820820,42,intermediate goods
820830,42,intermediate goods
820840,42,intermediate goods
820890,42,intermediate goods
820900,42,intermediate goods
821000,61,Consumption goods
821110,62,Consumption goods
821191,62,Consumption goods
821192,62,Consumption goods
821193,62,Consumption goods
821194,42,intermediate goods
821195,42,intermediate goods
821210,63,Consumption goods
821220,63,Consumption goods
821290,63,Consumption goods
821300,62,Consumption goods
821410,62,Consumption goods
821420,62,Consumption goods
821490,62,Consumption goods
821510,62,Consumption goods
821520,62,Consumption goods
821591,62,Consumption goods
821599,62,Consumption goods
830110,22,intermediate goods
830120,22,intermediate goods
830130,22,intermediate goods
830140,22,intermediate goods
830150,22,intermediate goods
830160,22,intermediate goods
830170,22,intermediate goods
830210,22,intermediate goods
830220,22,intermediate goods
830230,53,intermediate goods
830241,22,intermediate goods
830242,22,intermediate goods
830249,22,intermediate goods
830250,22,intermediate goods
830260,22,intermediate goods
830300,41,capital goods
830400,41,capital goods
830510,22,intermediate goods
830520,22,intermediate goods
830590,22,intermediate goods
830610,22,intermediate goods
830621,62,Consumption goods
830629,62,Consumption goods
830630,62,Consumption goods
830710,22,intermediate goods
830790,22,intermediate goods
830810,22,intermediate goods
830820,22,intermediate goods
830890,22,intermediate goods
830910,22,intermediate goods
830990,22,intermediate goods
831000,22,intermediate goods
831110,22,intermediate goods
831120,22,intermediate goods
831130,22,intermediate goods
831190,22,intermediate goods
840110,41,capital goods
840120,41,capital goods
840130,41,capital goods
840140,42,intermediate goods
840211,41,capital goods
840212,41,capital goods
840219,41,capital goods
840220,41,capital goods
840290,42,intermediate goods
840310,41,capital goods
840390,42,intermediate goods
840410,41,capital goods
840420,41,capital goods
840490,42,intermediate goods
840510,41,capital goods
840590,42,intermediate goods
840610,41,capital goods
840681,41,capital goods
840682,41,capital goods
840690,42,intermediate goods
840710,53,intermediate goods
840721,522,capital goods
840729,53,intermediate goods
840731,53,intermediate goods
840732,53,intermediate goods
840733,53,intermediate goods
840734,53,intermediate goods
840790,41,capital goods
840810,53,intermediate goods
840820,53,intermediate goods
840890,41,capital goods
840910,53,intermediate goods
840991,53,intermediate goods
840999,53,intermediate goods
841011,41,capital goods
841012,41,capital goods
841013,41,capital goods
841090,42,intermediate goods
841111,53,intermediate goods
841112,53,intermediate goods
841121,53,intermediate goods
841122,53,intermediate goods
841181,53,intermediate goods
841182,53,intermediate goods
841191,53,intermediate goods
841199,53,intermediate goods
841210,53,intermediate goods
841221,41,capital goods
841229,41,capital goods
841231,41,capital goods
841239,41,capital goods
841280,41,capital goods
841290,42,intermediate goods
841311,41,capital goods
841319,41,capital goods
841320,41,capital goods
841330,41,capital goods
841340,41,capital goods
841350,41,capital goods
841360,41,capital goods
841370,41,capital goods
841381,41,capital goods
841382,41,capital goods
841391,42,intermediate goods
841392,42,intermediate goods
841410,41,capital goods
841420,41,capital goods
841430,41,capital goods
841440,41,capital goods
841451,61,Consumption goods
841459,41,capital goods
841460,61,Consumption goods
841480,41,capital goods
841490,42,intermediate goods
841510,61,Consumption goods
841520,53,intermediate goods
841581,41,capital goods
841582,41,capital goods
841583,41,capital goods
841590,42,intermediate goods
841610,41,capital goods
841620,41,capital goods
841630,41,capital goods
841690,42,intermediate goods
841710,41,capital goods
841720,41,capital goods
841780,41,capital goods
841790,42,intermediate goods
841810,61,Consumption goods
841821,61,Consumption goods
841829,61,Consumption goods
841830,61,Consumption goods
841840,61,Consumption goods
841850,41,capital goods
841861,41,capital goods
841869,41,capital goods
841891,42,intermediate goods
841899,42,intermediate goods
841911,41,capital goods
841919,41,capital goods
841920,41,capital goods
841931,41,capital goods
841932,41,capital goods
841939,41,capital goods
841940,41,capital goods
841950,41,capital goods
841960,41,capital goods
841981,41,capital goods
841989,41,capital goods
841990,42,intermediate goods
842010,41,capital goods
842091,42,intermediate goods
842099,42,intermediate goods
842111,41,capital goods
842112,41,capital goods
842119,41,capital goods
842121,41,capital goods
842122,41,capital goods
842123,41,capital goods
842129,41,capital goods
842131,41,capital goods
842139,41,capital goods
842191,42,intermediate goods
842199,42,intermediate goods
842211,61,Consumption goods
842219,41,capital goods
842220,41,capital goods
842230,41,capital goods
842240,41,capital goods
842290,42,intermediate goods
842310,62,Consumption goods
842320,41,capital goods
842330,41,capital goods
842381,41,capital goods
842382,41,capital goods
842389,41,capital goods
842390,42,intermediate goods
842410,41,capital goods
842420,41,capital goods
842430,41,capital goods
842481,41,capital goods
842489,41,capital goods
842490,42,intermediate goods
842511,41,capital goods
842519,41,capital goods
842531,41,capital goods
842539,41,capital goods
842541,41,capital goods
842542,41,capital goods
842549,41,capital goods
842611,41,capital goods
842612,41,capital goods
842619,41,capital goods
842620,41,capital goods
842630,41,capital goods
842641,41,capital goods
842649,41,capital goods
842691,41,capital goods
842699,41,capital goods
842710,41,capital goods
842720,41,capital goods
842790,41,capital goods
842810,41,capital goods
842820,41,capital goods
842831,41,capital goods
842832,41,capital goods
842833,41,capital goods
842839,41,capital goods
842840,41,capital goods
842860,41,capital goods
842890,41,capital goods
842911,41,capital goods
842919,41,capital goods
842920,41,capital goods
842930,41,capital goods
842940,41,capital goods
842951,41,capital goods
842952,41,capital goods
842959,41,capital goods
843010,41,capital goods
843020,41,capital goods
843031,41,capital goods
843039,41,capital goods
843041,41,capital goods
843049,41,capital goods
843050,41,capital goods
843061,41,capital goods
843069,41,capital goods
843110,42,intermediate goods
843120,42,intermediate goods
843131,42,intermediate goods
843139,42,intermediate goods
843141,42,intermediate goods
843142,42,intermediate goods
843143,42,intermediate goods
843149,42,intermediate goods
843210,41,capital goods
843221,41,capital goods
843229,41,capital goods
843230,41,capital goods
843240,41,capital goods
843280,41,capital goods
843290,42,intermediate goods
843311,61,Consumption goods
843319,61,Consumption goods
843320,41,capital goods
843330,41,capital goods
843340,41,capital goods
843351,41,capital goods
843352,41,capital goods
843353,41,capital goods
843359,41,capital goods
843360,41,capital goods
843390,42,intermediate goods
843410,41,capital goods
843420,41,capital goods
843490,42,intermediate goods
843510,41,capital goods
843590,42,intermediate goods
843610,41,capital goods
843621,41,capital goods
843629,41,capital goods
843680,41,capital goods
843691,42,intermediate goods
843699,42,intermediate goods
843710,41,capital goods
843780,41,capital goods
843790,42,intermediate goods
843810,41,capital goods
843820,41,capital goods
843830,41,capital goods
843840,41,capital goods
843850,41,capital goods
843860,41,capital goods
843880,41,capital goods
843890,42,intermediate goods
843910,41,capital goods
843920,41,capital goods
843930,41,capital goods
843991,42,intermediate goods
843999,42,intermediate goods
844010,41,capital goods
844090,42,intermediate goods
844110,41,capital goods
844120,41,capital goods
844130,41,capital goods
844140,41,capital goods
844180,41,capital goods
844190,42,intermediate goods
844230,41,capital goods
844240,42,intermediate goods
844250,42,intermediate goods
844311,41,capital goods
844312,41,capital goods
844313,41,capital goods
844314,41,capital goods
844315,41,capital goods
844316,41,capital goods
844317,41,capital goods
844319,41,capital goods
844331,41,capital goods
844332,41,capital goods
844339,41,capital goods
844391,42,intermediate goods
844399,42,intermediate goods
844400,41,capital goods
844511,41,capital goods
844512,41,capital goods
844513,41,capital goods
844519,41,capital goods
844520,41,capital goods
844530,41,capital goods
844540,41,capital goods
844590,41,capital goods
844610,41,capital goods
844621,41,capital goods
844629,41,capital goods
844630,41,capital goods
844711,41,capital goods
844712,41,capital goods
844720,41,capital goods
844790,41,capital goods
844811,42,intermediate goods
844819,42,intermediate goods
844820,42,intermediate goods
844831,42,intermediate goods
844832,42,intermediate goods
844833,42,intermediate goods
844839,42,intermediate goods
844842,42,intermediate goods
844849,42,intermediate goods
844851,42,intermediate goods
844859,42,intermediate goods
844900,41,capital goods
845011,61,Consumption goods
845012,61,Consumption goods
845019,61,Consumption goods
845020,41,capital goods
845090,42,intermediate goods
845110,41,capital goods
845121,61,Consumption goods
845129,41,capital goods
845130,41,capital goods
845140,41,capital goods
845150,41,capital goods
845180,41,capital goods
845190,42,intermediate goods
845210,61,Consumption goods
845221,41,capital goods
845229,41,capital goods
845230,42,intermediate goods
845290,42,intermediate goods
845310,41,capital goods
845320,41,capital goods
845380,41,capital goods
845390,42,intermediate goods
845410,41,capital goods
845420,41,capital goods
845430,41,capital goods
845490,42,intermediate goods
845510,41,capital goods
845521,41,capital goods
845522,41,capital goods
845530,42,intermediate goods
845590,42,intermediate goods
845610,41,capital goods
845620,41,capital goods
845630,41,capital goods
845690,41,capital goods
845710,41,capital goods
845720,41,capital goods
845730,41,capital goods
845811,41,capital goods
845819,41,capital goods
845891,41,capital goods
845899,41,capital goods
845910,41,capital goods
845921,41,capital goods
845929,41,capital goods
845931,41,capital goods
845939,41,capital goods
845940,41,capital goods
845951,41,capital goods
845959,41,capital goods
845961,41,capital goods
845969,41,capital goods
845970,41,capital goods
846011,41,capital goods
846019,41,capital goods
846021,41,capital goods
846029,41,capital goods
846031,41,capital goods
846039,41,capital goods
846040,41,capital goods
846090,41,capital goods
846120,41,capital goods
846130,41,capital goods
846140,41,capital goods
846150,41,capital goods
846190,41,capital goods
846210,41,capital goods
846221,41,capital goods
846229,41,capital goods
846231,41,capital goods
846239,41,capital goods
846241,41,capital goods
846249,41,capital goods
846291,41,capital goods
846299,41,capital goods
846310,41,capital goods
846320,41,capital goods
846330,41,capital goods
846390,41,capital goods
846410,41,capital goods
846420,41,capital goods
846490,41,capital goods
846510,41,capital goods
846591,41,capital goods
846592,41,capital goods
846593,41,capital goods
846594,41,capital goods
846595,41,capital goods
846596,41,capital goods
846599,41,capital goods
846610,42,intermediate goods
846620,42,intermediate goods
846630,42,intermediate goods
846691,42,intermediate goods
846692,42,intermediate goods
846693,42,intermediate goods
846694,42,intermediate goods
846711,41,capital goods
846719,41,capital goods
846721,41,capital goods
846722,41,capital goods
846729,41,capital goods
846781,41,capital goods
846789,41,capital goods
846791,42,intermediate goods
846792,42,intermediate goods
846799,42,intermediate goods
846810,41,capital goods
846820,41,capital goods
846880,41,capital goods
846890,42,intermediate goods
846900,41,capital goods
847010,62,Consumption goods
847021,41,capital goods
847029,41,capital goods
847030,41,capital goods
847050,41,capital goods
847090,41,capital goods
847130,41,capital goods
847141,41,capital goods
847149,41,capital goods
847150,41,capital goods
847160,41,capital goods
847170,41,capital goods
847180,41,capital goods
847190,41,capital goods
847210,41,capital goods
847230,41,capital goods
847290,41,capital goods
847310,42,intermediate goods
847321,42,intermediate goods
847329,42,intermediate goods
847330,42,intermediate goods
847340,42,intermediate goods
847350,42,intermediate goods
847410,41,capital goods
847420,41,capital goods
847431,41,capital goods
847432,41,capital goods
847439,41,capital goods
847480,41,capital goods
847490,42,intermediate goods
847510,41,capital goods
847521,41,capital goods
847529,41,capital goods
847590,42,intermediate goods
847621,41,capital goods
847629,41,capital goods
847681,41,capital goods
847689,41,capital goods
847690,42,intermediate goods
847710,41,capital goods
847720,41,capital goods
847730,41,capital goods
847740,41,capital goods
847751,41,capital goods
847759,41,capital goods
847780,41,capital goods
847790,42,intermediate goods
847810,41,capital goods
847890,42,intermediate goods
847910,41,capital goods
847920,41,capital goods
847930,41,capital goods
847940,41,capital goods
847950,41,capital goods
847960,41,capital goods
847971,41,capital goods
847979,41,capital goods
847981,41,capital goods
847982,41,capital goods
847989,41,capital goods
847990,42,intermediate goods
848010,41,capital goods
848020,41,capital goods
848030,41,capital goods
848041,41,capital goods
848049,41,capital goods
848050,41,capital goods
848060,41,capital goods
848071,41,capital goods
848079,41,capital goods
848110,42,intermediate goods
848120,42,intermediate goods
848130,42,intermediate goods
848140,42,intermediate goods
848180,42,intermediate goods
848190,42,intermediate goods
848210,42,intermediate goods
848220,42,intermediate goods
848230,42,intermediate goods
848240,42,intermediate goods
848250,42,intermediate goods
848280,42,intermediate goods
848291,42,intermediate goods
848299,42,intermediate goods
848310,42,intermediate goods
848320,42,intermediate goods
848330,42,intermediate goods
848340,42,intermediate goods
848350,42,intermediate goods
848360,42,intermediate goods
848390,42,intermediate goods
848410,42,intermediate goods
848420,42,intermediate goods
848490,42,intermediate goods
848610,41,capital goods
848620,41,capital goods
848630,41,capital goods
848640,41,capital goods
848690,42,intermediate goods
848710,42,intermediate goods
848790,42,intermediate goods
850110,41,capital goods
850120,41,capital goods
850131,41,capital goods
850132,41,capital goods
850133,41,capital goods
850134,41,capital goods
850140,41,capital goods
850151,41,capital goods
850152,41,capital goods
850153,41,capital goods
850161,41,capital goods
850162,41,capital goods
850163,41,capital goods
850164,41,capital goods
850211,41,capital goods
850212,41,capital goods
850213,41,capital goods
850220,41,capital goods
850231,41,capital goods
850239,41,capital goods
850240,41,capital goods
850300,42,intermediate goods
850410,41,capital goods
850421,41,capital goods
850422,41,capital goods
850423,41,capital goods
850431,41,capital goods
850432,41,capital goods
850433,41,capital goods
850434,41,capital goods
850440,41,capital goods
850450,41,capital goods
850490,42,intermediate goods
850511,41,capital goods
850519,41,capital goods
850520,41,capital goods
850590,41,capital goods
850610,63,Consumption goods
850630,63,Consumption goods
850640,63,Consumption goods
850650,63,Consumption goods
850660,63,Consumption goods
850680,63,Consumption goods
850690,22,intermediate goods
850710,53,intermediate goods
850720,53,intermediate goods
850730,53,intermediate goods
850740,53,intermediate goods
850750,53,intermediate goods
850760,53,intermediate goods
850780,53,intermediate goods
850790,22,intermediate goods
850811,61,Consumption goods
850819,61,Consumption goods
850860,61,Consumption goods
850870,22,intermediate goods
850940,61,Consumption goods
850980,61,Consumption goods
850990,22,intermediate goods
851010,61,Consumption goods
851020,61,Consumption goods
851030,61,Consumption goods
851090,22,intermediate goods
851110,53,intermediate goods
851120,53,intermediate goods
851130,53,intermediate goods
851140,53,intermediate goods
851150,53,intermediate goods
851180,53,intermediate goods
851190,53,intermediate goods
851210,53,intermediate goods
851220,53,intermediate goods
851230,53,intermediate goods
851240,53,intermediate goods
851290,22,intermediate goods
851310,22,intermediate goods
851390,22,intermediate goods
851410,41,capital goods
851420,41,capital goods
851430,41,capital goods
851440,41,capital goods
851490,42,intermediate goods
851511,41,capital goods
851519,41,capital goods
851521,41,capital goods
851529,41,capital goods
851531,41,capital goods
851539,41,capital goods
851580,41,capital goods
851590,42,intermediate goods
851610,22,intermediate goods
851621,61,Consumption goods
851629,61,Consumption goods
851631,61,Consumption goods
851632,61,Consumption goods
851633,41,capital goods
851640,61,Consumption goods
851650,61,Consumption goods
851660,61,Consumption goods
851671,61,Consumption goods
851672,61,Consumption goods
851679,61,Consumption goods
851680,22,intermediate goods
851690,22,intermediate goods
851711,62,Consumption goods
851712,41,capital goods
851718,41,capital goods
851761,41,capital goods
851762,41,capital goods
851769,41,capital goods
851770,42,intermediate goods
851810,41,capital goods
851821,41,capital goods
851822,41,capital goods
851829,41,capital goods
851830,41,capital goods
851840,41,capital goods
851850,41,capital goods
851890,42,intermediate goods
851920,61,Consumption goods
851930,61,Consumption goods
851950,62,Consumption goods
851981,61,Consumption goods
851989,61,Consumption goods
852110,41,capital goods
852190,41,capital goods
852210,42,intermediate goods
852290,42,intermediate goods
852321,62,Consumption goods
852329,62,Consumption goods
852341,62,Consumption goods
852349,62,Consumption goods
852351,62,Consumption goods
852352,42,intermediate goods
852359,42,intermediate goods
852380,42,intermediate goods
852550,41,capital goods
852560,41,capital goods
852580,61,Consumption goods
852610,41,capital goods
852691,41,capital goods
852692,41,capital goods
852712,61,Consumption goods
852713,61,Consumption goods
852719,61,Consumption goods
852721,53,intermediate goods
852729,53,intermediate goods
852791,41,capital goods
852792,41,capital goods
852799,41,capital goods
852841,41,capital goods
852849,41,capital goods
852851,41,capital goods
852859,41,capital goods
852861,41,capital goods
852869,61,Consumption goods
852871,61,Consumption goods
852872,61,Consumption goods
852873,41,capital goods
852910,42,intermediate goods
852990,42,intermediate goods
853010,41,capital goods
853080,41,capital goods
853090,42,intermediate goods
853110,41,capital goods
853120,41,capital goods
853180,41,capital goods
853190,42,intermediate goods
853210,41,capital goods
853221,41,capital goods
853222,41,capital goods
853223,41,capital goods
853224,41,capital goods
853225,41,capital goods
853229,41,capital goods
853230,41,capital goods
853290,42,intermediate goods
853310,42,intermediate goods
853321,42,intermediate goods
853329,42,intermediate goods
853331,42,intermediate goods
853339,42,intermediate goods
853340,42,intermediate goods
853390,42,intermediate goods
853400,42,intermediate goods
853510,42,intermediate goods
853521,42,intermediate goods
853529,42,intermediate goods
853530,42,intermediate goods
853540,42,intermediate goods
853590,42,intermediate goods
853610,42,intermediate goods
853620,42,intermediate goods
853630,42,intermediate goods
853641,42,intermediate goods
853649,42,intermediate goods
853650,42,intermediate goods
853661,42,intermediate goods
853669,42,intermediate goods
853670,62,Consumption goods
853690,42,intermediate goods
853710,42,intermediate goods
853720,42,intermediate goods
853810,42,intermediate goods
853890,42,intermediate goods
853910,53,intermediate goods
853921,63,Consumption goods
