HS.Code_6,BEC4,Description
281530,22,intermediate goods
281610,22,intermediate goods
281640,22,intermediate goods
281700,22,intermediate goods
281810,22,intermediate goods
281820,22,intermediate goods
281830,22,intermediate goods
281910,22,intermediate goods
281990,22,intermediate goods
282010,22,intermediate goods
282090,22,intermediate goods
282110,22,intermediate goods
282120,22,intermediate goods
282200,22,intermediate goods
282300,22,intermediate goods
282410,22,intermediate goods
282490,22,intermediate goods
282510,22,intermediate goods
282520,22,intermediate goods
282530,22,intermediate goods
282540,22,intermediate goods
282550,22,intermediate goods
282560,22,intermediate goods
282570,22,intermediate goods
282580,22,intermediate goods
282590,22,intermediate goods
282612,22,intermediate goods
282619,22,intermediate goods
282630,22,intermediate goods
282690,22,intermediate goods
282710,22,intermediate goods
282720,22,intermediate goods
282731,22,intermediate goods
282732,22,intermediate goods
282735,22,intermediate goods
282739,22,intermediate goods
282741,22,intermediate goods
282749,22,intermediate goods
282751,22,intermediate goods
282759,22,intermediate goods
282760,22,intermediate goods
282810,22,intermediate goods
282890,22,intermediate goods
282911,22,intermediate goods
282919,22,intermediate goods
282990,22,intermediate goods
283010,22,intermediate goods
283090,22,intermediate goods
283110,22,intermediate goods
283190,22,intermediate goods
283210,22,intermediate goods
283220,22,intermediate goods
283230,22,intermediate goods
283311,22,intermediate goods
283319,22,intermediate goods
283321,22,intermediate goods
283322,22,intermediate goods
283324,22,intermediate goods
283325,22,intermediate goods
283327,22,intermediate goods
283329,22,intermediate goods
283330,22,intermediate goods
283340,22,intermediate goods
283410,22,intermediate goods
283421,22,intermediate goods
283429,22,intermediate goods
283510,22,intermediate goods
283522,22,intermediate goods
283524,22,intermediate goods
283525,22,intermediate goods
283526,22,intermediate goods
283529,22,intermediate goods
283531,22,intermediate goods
283539,22,intermediate goods
283620,22,intermediate goods
283630,22,intermediate goods
283640,22,intermediate goods
283650,22,intermediate goods
283660,22,intermediate goods
283691,22,intermediate goods
283692,22,intermediate goods
283699,22,intermediate goods
283711,22,intermediate goods
283719,22,intermediate goods
283720,22,intermediate goods
283911,22,intermediate goods
283919,22,intermediate goods
283990,22,intermediate goods
284011,22,intermediate goods
284019,22,intermediate goods
284020,22,intermediate goods
284030,22,intermediate goods
284130,22,intermediate goods
284150,22,intermediate goods
284161,22,intermediate goods
284169,22,intermediate goods
284170,22,intermediate goods
284180,22,intermediate goods
284190,22,intermediate goods
284210,22,intermediate goods
284290,22,intermediate goods
284310,22,intermediate goods
284321,22,intermediate goods
284329,22,intermediate goods
284330,22,intermediate goods
284390,22,intermediate goods
284410,22,intermediate goods
284420,22,intermediate goods
284430,22,intermediate goods
284440,22,intermediate goods
284450,21,intermediate goods
284510,22,intermediate goods
284590,22,intermediate goods
284610,22,intermediate goods
284690,22,intermediate goods
284700,22,intermediate goods
284800,22,intermediate goods
284910,22,intermediate goods
284920,22,intermediate goods
284990,22,intermediate goods
285000,22,intermediate goods
285210,22,intermediate goods
285290,22,intermediate goods
285300,22,intermediate goods
290110,22,intermediate goods
290121,22,intermediate goods
290122,22,intermediate goods
290123,22,intermediate goods
290124,22,intermediate goods
290129,22,intermediate goods
290211,22,intermediate goods
290219,22,intermediate goods
290220,22,intermediate goods
290230,22,intermediate goods
290241,22,intermediate goods
290242,22,intermediate goods
290243,22,intermediate goods
290244,22,intermediate goods
290250,22,intermediate goods
290260,22,intermediate goods
290270,22,intermediate goods
290290,22,intermediate goods
290311,22,intermediate goods
290312,22,intermediate goods
290313,22,intermediate goods
290314,22,intermediate goods
290315,22,intermediate goods
290319,22,intermediate goods
290321,22,intermediate goods
290322,22,intermediate goods
290323,22,intermediate goods
290329,22,intermediate goods
290331,22,intermediate goods
290339,22,intermediate goods
290371,22,intermediate goods
290372,22,intermediate goods
290373,22,intermediate goods
290374,22,intermediate goods
290375,22,intermediate goods
290376,22,intermediate goods
290377,22,intermediate goods
290378,22,intermediate goods
290379,22,intermediate goods
290381,22,intermediate goods
290382,22,intermediate goods
290389,22,intermediate goods
290391,22,intermediate goods
290392,22,intermediate goods
290399,22,intermediate goods
290410,22,intermediate goods
290420,22,intermediate goods
290490,22,intermediate goods
290511,22,intermediate goods
290512,22,intermediate goods
290513,22,intermediate goods
290514,22,intermediate goods
290516,22,intermediate goods
290517,22,intermediate goods
290519,22,intermediate goods
290522,22,intermediate goods
290529,22,intermediate goods
290531,22,intermediate goods
290532,22,intermediate goods
290539,22,intermediate goods
290541,22,intermediate goods
290542,22,intermediate goods
290543,22,intermediate goods
290544,22,intermediate goods
290545,22,intermediate goods
290549,22,intermediate goods
290551,22,intermediate goods
290559,22,intermediate goods
290611,22,intermediate goods
290612,22,intermediate goods
290613,22,intermediate goods
290619,22,intermediate goods
290621,22,intermediate goods
290629,22,intermediate goods
290711,22,intermediate goods
290712,22,intermediate goods
290713,22,intermediate goods
290715,22,intermediate goods
290719,22,intermediate goods
290721,22,intermediate goods
290722,22,intermediate goods
290723,22,intermediate goods
290729,22,intermediate goods
290811,22,intermediate goods
290819,22,intermediate goods
290891,22,intermediate goods
290892,22,intermediate goods
290899,22,intermediate goods
290911,22,intermediate goods
290919,22,intermediate goods
290920,22,intermediate goods
290930,22,intermediate goods
290941,22,intermediate goods
290943,22,intermediate goods
290944,22,intermediate goods
290949,22,intermediate goods
290950,22,intermediate goods
290960,22,intermediate goods
291010,22,intermediate goods
291020,22,intermediate goods
291030,22,intermediate goods
291040,22,intermediate goods
291090,22,intermediate goods
291100,22,intermediate goods
291211,22,intermediate goods
291212,22,intermediate goods
291219,22,intermediate goods
291221,22,intermediate goods
291229,22,intermediate goods
291241,22,intermediate goods
291242,22,intermediate goods
291249,22,intermediate goods
291250,22,intermediate goods
291260,22,intermediate goods
291300,22,intermediate goods
291411,22,intermediate goods
291412,22,intermediate goods
291413,22,intermediate goods
291419,22,intermediate goods
291422,22,intermediate goods
291423,22,intermediate goods
291429,22,intermediate goods
291431,22,intermediate goods
291439,22,intermediate goods
291440,22,intermediate goods
291450,22,intermediate goods
291461,22,intermediate goods
291469,22,intermediate goods
291470,22,intermediate goods
291511,22,intermediate goods
291512,22,intermediate goods
291513,22,intermediate goods
291521,22,intermediate goods
291524,22,intermediate goods
291529,22,intermediate goods
291531,22,intermediate goods
291532,22,intermediate goods
291533,22,intermediate goods
291536,22,intermediate goods
291539,22,intermediate goods
291540,22,intermediate goods
291550,22,intermediate goods
291560,22,intermediate goods
291570,22,intermediate goods
291590,22,intermediate goods
291611,22,intermediate goods
291612,22,intermediate goods
291613,22,intermediate goods
291614,22,intermediate goods
291615,22,intermediate goods
291616,22,intermediate goods
291619,22,intermediate goods
291620,22,intermediate goods
291631,22,intermediate goods
291632,22,intermediate goods
291634,22,intermediate goods
291639,22,intermediate goods
291711,22,intermediate goods
291712,22,intermediate goods
291713,22,intermediate goods
291714,22,intermediate goods
291719,22,intermediate goods
291720,22,intermediate goods
291732,22,intermediate goods
291733,22,intermediate goods
291734,22,intermediate goods
291735,22,intermediate goods
291736,22,intermediate goods
291737,22,intermediate goods
291739,22,intermediate goods
291811,22,intermediate goods
291812,22,intermediate goods
291813,22,intermediate goods
291814,22,intermediate goods
291815,22,intermediate goods
291816,22,intermediate goods
291818,22,intermediate goods
291819,22,intermediate goods
291821,22,intermediate goods
291822,22,intermediate goods
291823,22,intermediate goods
291829,22,intermediate goods
291830,22,intermediate goods
291891,22,intermediate goods
291899,22,intermediate goods
291910,22,intermediate goods
291990,22,intermediate goods
292011,22,intermediate goods
292019,22,intermediate goods
292090,22,intermediate goods
292111,22,intermediate goods
292119,22,intermediate goods
292121,22,intermediate goods
292122,22,intermediate goods
292129,22,intermediate goods
292130,22,intermediate goods
292141,22,intermediate goods
292142,22,intermediate goods
292143,22,intermediate goods
292144,22,intermediate goods
292145,22,intermediate goods
292146,22,intermediate goods
292149,22,intermediate goods
292151,22,intermediate goods
292159,22,intermediate goods
292211,22,intermediate goods
292212,22,intermediate goods
292213,22,intermediate goods
292214,22,intermediate goods
292219,22,intermediate goods
292221,22,intermediate goods
292229,22,intermediate goods
292231,22,intermediate goods
292239,22,intermediate goods
292241,22,intermediate goods
292242,22,intermediate goods
292243,22,intermediate goods
292244,22,intermediate goods
292249,22,intermediate goods
292250,22,intermediate goods
292310,22,intermediate goods
292320,22,intermediate goods
292390,22,intermediate goods
292411,22,intermediate goods
292412,22,intermediate goods
292419,22,intermediate goods
292421,22,intermediate goods
292423,22,intermediate goods
292424,22,intermediate goods
292429,22,intermediate goods
292511,22,intermediate goods
292512,22,intermediate goods
292519,22,intermediate goods
292521,22,intermediate goods
292529,22,intermediate goods
292610,22,intermediate goods
292620,22,intermediate goods
292630,22,intermediate goods
292690,22,intermediate goods
292700,22,intermediate goods
292800,22,intermediate goods
292910,22,intermediate goods
292990,22,intermediate goods
293020,22,intermediate goods
293030,22,intermediate goods
293040,22,intermediate goods
293050,22,intermediate goods
293090,22,intermediate goods
293110,22,intermediate goods
293120,22,intermediate goods
293190,22,intermediate goods
293211,22,intermediate goods
293212,22,intermediate goods
293213,22,intermediate goods
293219,22,intermediate goods
293220,22,intermediate goods
293291,22,intermediate goods
293292,22,intermediate goods
293293,22,intermediate goods
293294,22,intermediate goods
293295,22,intermediate goods
293299,22,intermediate goods
293311,22,intermediate goods
293319,22,intermediate goods
293321,22,intermediate goods
293329,22,intermediate goods
293331,22,intermediate goods
293332,22,intermediate goods
293333,22,intermediate goods
293339,22,intermediate goods
293341,22,intermediate goods
293349,22,intermediate goods
293352,22,intermediate goods
293353,22,intermediate goods
293354,22,intermediate goods
293355,22,intermediate goods
293359,22,intermediate goods
293361,22,intermediate goods
293369,22,intermediate goods
293371,22,intermediate goods
293372,22,intermediate goods
293379,22,intermediate goods
293391,22,intermediate goods
293399,22,intermediate goods
293410,22,intermediate goods
293420,22,intermediate goods
293430,22,intermediate goods
293491,22,intermediate goods
293499,22,intermediate goods
293500,22,intermediate goods
293621,22,intermediate goods
293622,22,intermediate goods
293623,22,intermediate goods
293624,22,intermediate goods
293625,22,intermediate goods
293626,22,intermediate goods
293627,22,intermediate goods
293628,22,intermediate goods
293629,22,intermediate goods
293690,22,intermediate goods
293711,22,intermediate goods
293712,22,intermediate goods
293719,22,intermediate goods
293721,22,intermediate goods
293722,22,intermediate goods
293723,22,intermediate goods
293729,22,intermediate goods
293750,22,intermediate goods
293790,22,intermediate goods
293810,22,intermediate goods
293890,22,intermediate goods
293911,22,intermediate goods
293919,22,intermediate goods
293920,22,intermediate goods
293930,22,intermediate goods
293941,22,intermediate goods
293942,22,intermediate goods
293943,22,intermediate goods
293944,22,intermediate goods
293949,22,intermediate goods
293951,22,intermediate goods
293959,22,intermediate goods
293961,22,intermediate goods
293962,22,intermediate goods
293963,22,intermediate goods
293969,22,intermediate goods
293991,22,intermediate goods
293999,22,intermediate goods
294000,22,intermediate goods
294110,22,intermediate goods
294120,22,intermediate goods
294130,22,intermediate goods
294140,22,intermediate goods
294150,22,intermediate goods
294190,22,intermediate goods
294200,22,intermediate goods
300120,22,intermediate goods
300190,22,intermediate goods
300210,22,intermediate goods
300220,22,intermediate goods
300230,22,intermediate goods
300290,22,intermediate goods
300310,22,intermediate goods
300320,22,intermediate goods
300331,22,intermediate goods
300339,22,intermediate goods
300340,22,intermediate goods
300390,22,intermediate goods
300410,63,Consumption goods
300420,63,Consumption goods
300431,63,Consumption goods
300432,63,Consumption goods
300439,63,Consumption goods
300440,63,Consumption goods
300450,63,Consumption goods
300490,63,Consumption goods
300510,22,intermediate goods
300590,22,intermediate goods
300610,22,intermediate goods
300620,22,intermediate goods
300630,22,intermediate goods
300640,22,intermediate goods
300650,22,intermediate goods
300660,63,Consumption goods
300670,22,intermediate goods
300691,62,Consumption goods
300692,21,intermediate goods
310100,21,intermediate goods
310210,22,intermediate goods
310221,22,intermediate goods
310229,22,intermediate goods
310230,22,intermediate goods
310240,22,intermediate goods
310250,21,intermediate goods
310260,22,intermediate goods
310280,22,intermediate goods
310290,22,intermediate goods
310310,22,intermediate goods
310390,22,intermediate goods
310420,22,intermediate goods
310430,22,intermediate goods
310490,22,intermediate goods
310510,22,intermediate goods
310520,22,intermediate goods
310530,22,intermediate goods
310540,22,intermediate goods
310551,22,intermediate goods
310559,22,intermediate goods
310560,22,intermediate goods
310590,22,intermediate goods
320110,22,intermediate goods
320120,22,intermediate goods
320190,22,intermediate goods
320210,22,intermediate goods
320290,22,intermediate goods
320300,22,intermediate goods
320411,22,intermediate goods
320412,22,intermediate goods
320413,22,intermediate goods
320414,22,intermediate goods
320415,22,intermediate goods
320416,22,intermediate goods
320417,22,intermediate goods
320419,22,intermediate goods
320420,22,intermediate goods
320490,22,intermediate goods
320500,22,intermediate goods
320611,22,intermediate goods
320619,22,intermediate goods
320620,22,intermediate goods
320641,22,intermediate goods
320642,22,intermediate goods
320649,22,intermediate goods
320650,22,intermediate goods
320710,22,intermediate goods
320720,22,intermediate goods
320730,22,intermediate goods
320740,22,intermediate goods
320810,22,intermediate goods
320820,22,intermediate goods
320890,22,intermediate goods
320910,22,intermediate goods
320990,22,intermediate goods
321000,22,intermediate goods
321100,22,intermediate goods
321210,22,intermediate goods
321290,22,intermediate goods
321310,63,Consumption goods
321390,63,Consumption goods
321410,22,intermediate goods
321490,22,intermediate goods
321511,22,intermediate goods
321519,22,intermediate goods
321590,22,intermediate goods
330112,22,intermediate goods
330113,22,intermediate goods
330119,22,intermediate goods
330124,22,intermediate goods
330125,22,intermediate goods
330129,22,intermediate goods
330130,22,intermediate goods
330190,22,intermediate goods
330210,22,intermediate goods
330290,22,intermediate goods
330300,63,Consumption goods
330410,63,Consumption goods
330420,63,Consumption goods
330430,63,Consumption goods
330491,63,Consumption goods
330499,63,Consumption goods
330510,63,Consumption goods
330520,63,Consumption goods
330530,63,Consumption goods
330590,63,Consumption goods
330610,63,Consumption goods
330620,63,Consumption goods
330690,63,Consumption goods
330710,63,Consumption goods
330720,63,Consumption goods
330730,63,Consumption goods
330741,63,Consumption goods
330749,63,Consumption goods
330790,63,Consumption goods
340111,63,Consumption goods
340119,63,Consumption goods
340120,63,Consumption goods
340130,63,Consumption goods
340211,22,intermediate goods
340212,22,intermediate goods
340213,22,intermediate goods
340219,22,intermediate goods
340220,63,Consumption goods
340290,22,intermediate goods
340311,322,Intermediate goods
340319,322,Intermediate goods
340391,322,Intermediate goods
340399,322,Intermediate goods
340420,22,intermediate goods
340490,22,intermediate goods
340510,63,Consumption goods
340520,63,Consumption goods
340530,63,Consumption goods
340540,63,Consumption goods
340590,63,Consumption goods
340600,63,Consumption goods
340700,22,intermediate goods
350110,22,intermediate goods
350190,22,intermediate goods
350211,111,Intermediate goods
350219,111,Intermediate goods
350220,22,intermediate goods
350290,22,intermediate goods
350300,22,intermediate goods
350400,22,intermediate goods
350510,22,intermediate goods
350520,22,intermediate goods
350610,63,Consumption goods
350691,22,intermediate goods
350699,22,intermediate goods
350710,121,Intermediate goods
350790,22,intermediate goods
360100,22,intermediate goods
360200,22,intermediate goods
360300,22,intermediate goods
360410,22,intermediate goods
360490,22,intermediate goods
360500,63,Consumption goods
360610,63,Consumption goods
360690,22,intermediate goods
370110,22,intermediate goods
370120,22,intermediate goods
370130,22,intermediate goods
370191,22,intermediate goods
370199,22,intermediate goods
370210,22,intermediate goods
370231,22,intermediate goods
370232,22,intermediate goods
370239,22,intermediate goods
370241,22,intermediate goods
370242,22,intermediate goods
370243,22,intermediate goods
370244,22,intermediate goods
370252,63,Consumption goods
370253,63,Consumption goods
370254,63,Consumption goods
370255,22,intermediate goods
370256,22,intermediate goods
370296,63,Consumption goods
370297,22,intermediate goods
370298,22,intermediate goods
370310,22,intermediate goods
370320,22,intermediate goods
370390,22,intermediate goods
370400,22,intermediate goods
370510,22,intermediate goods
370590,22,intermediate goods
370610,22,intermediate goods
370690,22,intermediate goods
370710,22,intermediate goods
370790,22,intermediate goods
380110,22,intermediate goods
380120,22,intermediate goods
380130,22,intermediate goods
380190,22,intermediate goods
380210,22,intermediate goods
380290,22,intermediate goods
380300,22,intermediate goods
380400,22,intermediate goods
380510,22,intermediate goods
380590,22,intermediate goods
380610,22,intermediate goods
380620,22,intermediate goods
380630,22,intermediate goods
380690,22,intermediate goods
380700,22,intermediate goods
380850,63,Consumption goods
380891,63,Consumption goods
380892,63,Consumption goods
380893,63,Consumption goods
380894,63,Consumption goods
380899,63,Consumption goods
380910,22,intermediate goods
380991,22,intermediate goods
380992,22,intermediate goods
380993,22,intermediate goods
381010,22,intermediate goods
381090,22,intermediate goods
381111,22,intermediate goods
381119,22,intermediate goods
381121,22,intermediate goods
381129,22,intermediate goods
381190,22,intermediate goods
381210,22,intermediate goods
381220,22,intermediate goods
381230,22,intermediate goods
381300,22,intermediate goods
381400,22,intermediate goods
381511,22,intermediate goods
381512,22,intermediate goods
381519,22,intermediate goods
381590,22,intermediate goods
381600,22,intermediate goods
381700,22,intermediate goods
381800,22,intermediate goods
381900,22,intermediate goods
382000,22,intermediate goods
382100,22,intermediate goods
382200,22,intermediate goods
382311,22,intermediate goods
382312,22,intermediate goods
382313,22,intermediate goods
382319,22,intermediate goods
382370,22,intermediate goods
382410,22,intermediate goods
382430,22,intermediate goods
382440,22,intermediate goods
382450,22,intermediate goods
382460,22,intermediate goods
382471,22,intermediate goods
382472,22,intermediate goods
382473,22,intermediate goods
382474,22,intermediate goods
382475,22,intermediate goods
382476,22,intermediate goods
382477,22,intermediate goods
382478,22,intermediate goods
382479,22,intermediate goods
382481,22,intermediate goods
382482,22,intermediate goods
382483,22,intermediate goods
382490,22,intermediate goods
382510,21,intermediate goods
382520,21,intermediate goods
382530,21,intermediate goods
382541,21,intermediate goods
382549,21,intermediate goods
382550,21,intermediate goods
382561,21,intermediate goods
382569,21,intermediate goods
382590,21,intermediate goods
382600,32,intermediate goods
390110,22,intermediate goods
390120,22,intermediate goods
390130,22,intermediate goods
390190,22,intermediate goods
390210,22,intermediate goods
390220,22,intermediate goods
390230,22,intermediate goods
390290,22,intermediate goods
390311,22,intermediate goods
390319,22,intermediate goods
390320,22,intermediate goods
390330,22,intermediate goods
390390,22,intermediate goods
390410,22,intermediate goods
390421,22,intermediate goods
390422,22,intermediate goods
390430,22,intermediate goods
390440,22,intermediate goods
390450,22,intermediate goods
390461,22,intermediate goods
390469,22,intermediate goods
390490,22,intermediate goods
390512,22,intermediate goods
390519,22,intermediate goods
390521,22,intermediate goods
390529,22,intermediate goods
390530,22,intermediate goods
390591,22,intermediate goods
390599,22,intermediate goods
390610,22,intermediate goods
390690,22,intermediate goods
390710,22,intermediate goods
390720,22,intermediate goods
390730,22,intermediate goods
390740,22,intermediate goods
390750,22,intermediate goods
390760,22,intermediate goods
390770,22,intermediate goods
390791,22,intermediate goods
390799,22,intermediate goods
390810,22,intermediate goods
390890,22,intermediate goods
390910,22,intermediate goods
390920,22,intermediate goods
390930,22,intermediate goods
390940,22,intermediate goods
390950,22,intermediate goods
391000,22,intermediate goods
391110,22,intermediate goods
391190,22,intermediate goods
391211,22,intermediate goods
391212,22,intermediate goods
391220,22,intermediate goods
391231,22,intermediate goods
391239,22,intermediate goods
391290,22,intermediate goods
391310,22,intermediate goods
391390,22,intermediate goods
391400,22,intermediate goods
391510,21,intermediate goods
391520,21,intermediate goods
391530,21,intermediate goods
391590,21,intermediate goods
391610,22,intermediate goods
391620,22,intermediate goods
391690,22,intermediate goods
391710,22,intermediate goods
391721,22,intermediate goods
391722,22,intermediate goods
391723,22,intermediate goods
391729,22,intermediate goods
391731,22,intermediate goods
391732,22,intermediate goods
391733,22,intermediate goods
391739,22,intermediate goods
391740,22,intermediate goods
391810,22,intermediate goods
391890,22,intermediate goods
391910,22,intermediate goods
391990,22,intermediate goods
392010,22,intermediate goods
392020,22,intermediate goods
392030,22,intermediate goods
392043,22,intermediate goods
392049,22,intermediate goods
392051,22,intermediate goods
392059,22,intermediate goods
392061,22,intermediate goods
392062,22,intermediate goods
392063,22,intermediate goods
392069,22,intermediate goods
392071,22,intermediate goods
392073,22,intermediate goods
392079,22,intermediate goods
392091,22,intermediate goods
392092,22,intermediate goods
392093,22,intermediate goods
392094,22,intermediate goods
392099,22,intermediate goods
392111,22,intermediate goods
392112,22,intermediate goods
392113,22,intermediate goods
392114,22,intermediate goods
392119,22,intermediate goods
392190,22,intermediate goods
392210,22,intermediate goods
392220,62,Consumption goods
392290,22,intermediate goods
392310,22,intermediate goods
392321,22,intermediate goods
392329,22,intermediate goods
392330,22,intermediate goods
392340,22,intermediate goods
392350,22,intermediate goods
392390,22,intermediate goods
392410,62,Consumption goods
392490,62,Consumption goods
392510,22,intermediate goods
392520,22,intermediate goods
392530,62,Consumption goods
392590,22,intermediate goods
392610,22,intermediate goods
392620,63,Consumption goods
392630,22,intermediate goods
392640,62,Consumption goods
392690,62,Consumption goods
400110,21,intermediate goods
400121,21,intermediate goods
400122,21,intermediate goods
400129,21,intermediate goods
400130,21,intermediate goods
400211,22,intermediate goods
400219,22,intermediate goods
400220,22,intermediate goods
400231,22,intermediate goods
400239,22,intermediate goods
400241,22,intermediate goods
400249,22,intermediate goods
400251,22,intermediate goods
400259,22,intermediate goods
400260,22,intermediate goods
400270,22,intermediate goods
400280,22,intermediate goods
400291,22,intermediate goods
400299,22,intermediate goods
400300,21,intermediate goods
400400,21,intermediate goods
400510,22,intermediate goods
400520,22,intermediate goods
400591,22,intermediate goods
400599,22,intermediate goods
400610,22,intermediate goods
400690,22,intermediate goods
400700,22,intermediate goods
400811,22,intermediate goods
400819,22,intermediate goods
400821,22,intermediate goods
400829,22,intermediate goods
400911,22,intermediate goods
400912,22,intermediate goods
400921,22,intermediate goods
400922,22,intermediate goods
400931,22,intermediate goods
400932,22,intermediate goods
400941,22,intermediate goods
400942,22,intermediate goods
401011,42,intermediate goods
401012,42,intermediate goods
401019,42,intermediate goods
401031,42,intermediate goods
401032,42,intermediate goods
401033,42,intermediate goods
401034,42,intermediate goods
401035,42,intermediate goods
401036,42,intermediate goods
401039,42,intermediate goods
401110,53,intermediate goods
401120,53,intermediate goods
401130,53,intermediate goods
401140,53,intermediate goods
401150,53,intermediate goods
401161,53,intermediate goods
401162,53,intermediate goods
401163,53,intermediate goods
401169,53,intermediate goods
401192,53,intermediate goods
401193,53,intermediate goods
401194,53,intermediate goods
401199,53,intermediate goods
401211,53,intermediate goods
401212,53,intermediate goods
401213,53,intermediate goods
401219,53,intermediate goods
401220,53,intermediate goods
401290,53,intermediate goods
401310,53,intermediate goods
401320,53,intermediate goods
401390,53,intermediate goods
401410,63,Consumption goods
401490,22,intermediate goods
401511,22,intermediate goods
401519,63,Consumption goods
401590,63,Consumption goods
401610,63,Consumption goods
401691,63,Consumption goods
401692,63,Consumption goods
401693,22,intermediate goods
401694,22,intermediate goods
401695,63,Consumption goods
401699,22,intermediate goods
401700,22,intermediate goods
410120,21,intermediate goods
410150,21,intermediate goods
410190,21,intermediate goods
410210,21,intermediate goods
410221,21,intermediate goods
410229,21,intermediate goods
410320,21,intermediate goods
410330,21,intermediate goods
410390,21,intermediate goods
410411,22,intermediate goods
410419,22,intermediate goods
410441,22,intermediate goods
410449,22,intermediate goods
410510,22,intermediate goods
410530,22,intermediate goods
410621,22,intermediate goods
410622,22,intermediate goods
410631,22,intermediate goods
410632,22,intermediate goods
410640,22,intermediate goods
410691,22,intermediate goods
410692,22,intermediate goods
410711,22,intermediate goods
410712,22,intermediate goods
410719,22,intermediate goods
410791,22,intermediate goods
410792,22,intermediate goods
410799,22,intermediate goods
411200,22,intermediate goods
411310,22,intermediate goods
411320,22,intermediate goods
411330,22,intermediate goods
411390,22,intermediate goods
411410,22,intermediate goods
411420,22,intermediate goods
411510,22,intermediate goods
411520,21,intermediate goods
420100,62,Consumption goods
420211,62,Consumption goods
420212,62,Consumption goods
420219,62,Consumption goods
420221,62,Consumption goods
420222,62,Consumption goods
420229,62,Consumption goods
420231,62,Consumption goods
420232,62,Consumption goods
420239,62,Consumption goods
420291,62,Consumption goods
420292,62,Consumption goods
420299,62,Consumption goods
420310,62,Consumption goods
420321,62,Consumption goods
420329,62,Consumption goods
420330,62,Consumption goods
420340,62,Consumption goods
420500,62,Consumption goods
420600,22,intermediate goods
430110,21,intermediate goods
430130,21,intermediate goods
430160,21,intermediate goods
430180,21,intermediate goods
430190,21,intermediate goods
430211,22,intermediate goods
430219,22,intermediate goods
430220,22,intermediate goods
430230,22,intermediate goods
430310,62,Consumption goods
430390,62,Consumption goods
430400,62,Consumption goods
440110,31,intermediate goods
440121,21,intermediate goods
440122,21,intermediate goods
440131,21,intermediate goods
440139,21,intermediate goods
440210,322,Intermediate goods
440290,322,Intermediate goods
440310,21,intermediate goods
440320,21,intermediate goods
440341,21,intermediate goods
440349,21,intermediate goods
440391,21,intermediate goods
440392,21,intermediate goods
440399,21,intermediate goods
440410,21,intermediate goods
440420,21,intermediate goods
440500,22,intermediate goods
440610,22,intermediate goods
440690,22,intermediate goods
440710,22,intermediate goods
440721,22,intermediate goods
440722,22,intermediate goods
440725,22,intermediate goods
440726,22,intermediate goods
440727,22,intermediate goods
440728,22,intermediate goods
440729,22,intermediate goods
440791,22,intermediate goods
440792,22,intermediate goods
440793,22,intermediate goods
440794,22,intermediate goods
440795,22,intermediate goods
440799,22,intermediate goods
440810,22,intermediate goods
440831,22,intermediate goods
440839,22,intermediate goods
440890,22,intermediate goods
440910,22,intermediate goods
440921,22,intermediate goods
440929,22,intermediate goods
441011,22,intermediate goods
441012,22,intermediate goods
441019,22,intermediate goods
441090,22,intermediate goods
441112,22,intermediate goods
441113,22,intermediate goods
441114,22,intermediate goods
441192,22,intermediate goods
441193,22,intermediate goods
441194,22,intermediate goods
441210,22,intermediate goods
441231,22,intermediate goods
441232,22,intermediate goods
441239,22,intermediate goods
441294,22,intermediate goods
441299,22,intermediate goods
441300,22,intermediate goods
441400,62,Consumption goods
441510,22,intermediate goods
441520,22,intermediate goods
441600,22,intermediate goods
441700,22,intermediate goods
441810,22,intermediate goods
441820,22,intermediate goods
441840,22,intermediate goods
441850,22,intermediate goods
441860,22,intermediate goods
441871,22,intermediate goods
441872,22,intermediate goods
441879,22,intermediate goods
441890,22,intermediate goods
441900,62,Consumption goods
442010,62,Consumption goods
442090,62,Consumption goods
442110,62,Consumption goods
442190,22,intermediate goods
450110,21,intermediate goods
450190,21,intermediate goods
450200,21,intermediate goods
450310,22,intermediate goods
450390,22,intermediate goods
450410,22,intermediate goods
450490,22,intermediate goods
460121,62,Consumption goods
460122,62,Consumption goods
460129,62,Consumption goods
460192,62,Consumption goods
460193,62,Consumption goods
460194,62,Consumption goods
460199,62,Consumption goods
460211,62,Consumption goods
460212,62,Consumption goods
460219,62,Consumption goods
460290,62,Consumption goods
470100,22,intermediate goods
470200,22,intermediate goods
470311,22,intermediate goods
470319,22,intermediate goods
470321,22,intermediate goods
470329,22,intermediate goods
470411,22,intermediate goods
470419,22,intermediate goods
470421,22,intermediate goods
470429,22,intermediate goods
470500,22,intermediate goods
470610,22,intermediate goods
470620,22,intermediate goods
470630,22,intermediate goods
470691,22,intermediate goods
470692,22,intermediate goods
470693,22,intermediate goods
470710,21,intermediate goods
470720,21,intermediate goods
470730,21,intermediate goods
470790,21,intermediate goods
480100,22,intermediate goods
480210,22,intermediate goods
480220,22,intermediate goods
480240,22,intermediate goods
480254,22,intermediate goods
480255,22,intermediate goods
480256,22,intermediate goods
480257,22,intermediate goods
480258,22,intermediate goods
480261,22,intermediate goods
480262,22,intermediate goods
480269,22,intermediate goods
480300,22,intermediate goods
480411,22,intermediate goods
480419,22,intermediate goods
480421,22,intermediate goods
480429,22,intermediate goods
480431,22,intermediate goods
480439,22,intermediate goods
480441,22,intermediate goods
480442,22,intermediate goods
480449,22,intermediate goods
480451,22,intermediate goods
480452,22,intermediate goods
